scenario,operation,second,latency_ms,ok
postgres,checkout,13.420,13.714,true
postgres,product page,13.430,0.269,true
postgres,order history,13.440,-0.267,true
postgres,product page,13.450,0.689,true
postgres,product page,13.460,0.822,true
postgres,product page,13.470,0.713,true
postgres,product page,13.480,0.905,true
postgres,order history,13.490,0.224,true
postgres,product page,13.500,1.845,true
postgres,product page,13.510,1.058,true
postgres,product page,13.520,1.047,true
postgres,product page,13.530,1.800,true
postgres,product page,13.540,0.475,true
postgres,product page,13.550,0.581,true
postgres,order history,13.560,-0.098,true
postgres,product page,13.570,0.490,true
postgres,product page,13.580,1.028,true
postgres,product page,13.590,0.877,true
postgres,product page,13.600,1.117,true
postgres,product page,13.610,1.033,true
postgres,product page,13.620,0.129,true
postgres,product page,13.630,0.536,true
postgres,order history,13.640,-0.175,true
postgres,product page,13.650,0.740,true
postgres,product page,13.660,2.950,true
postgres,order history,13.670,0.045,true
postgres,product page,13.680,1.480,true
postgres,order history,13.690,0.361,true
postgres,order history,13.700,0.563,true
postgres,checkout,13.710,13.092,true
postgres,order history,13.720,-0.370,true
postgres,checkout,13.730,12.583,true
postgres,order history,13.740,-0.220,true
postgres,product page,13.750,0.882,true
postgres,order history,13.760,-0.050,true
postgres,order history,13.770,0.171,true
postgres,product page,13.780,1.244,true
postgres,order history,13.790,0.334,true
postgres,order history,13.800,0.386,true
postgres,product page,13.810,1.081,true
postgres,product page,13.820,1.383,true
postgres,product page,13.830,4.663,true
postgres,product page,13.840,0.443,true
postgres,product page,13.850,0.604,true
postgres,product page,13.860,0.643,true
postgres,order history,13.870,0.096,true
postgres,product page,13.880,1.333,true
postgres,product page,13.890,0.932,true
postgres,product page,13.900,0.819,true
postgres,order history,13.910,0.407,true
postgres,product page,13.920,2.024,true
postgres,product page,13.930,0.326,true
postgres,product page,13.940,2.666,true
postgres,product page,13.950,2.036,true
postgres,order history,13.960,0.794,true
postgres,product page,13.970,1.515,true
postgres,product page,13.980,1.286,true
postgres,product page,13.990,1.456,true
postgres,product page,14.000,3.821,true
postgres,product page,14.010,2.742,true
postgres,product page,14.020,36.760,true
postgres,order history,14.030,1.023,true
postgres,product page,14.040,5.447,true
postgres,product page,14.050,3.571,true
postgres,product page,14.060,7.783,true
postgres,product page,14.070,11.954,true
postgres,order history,14.080,1.099,true
postgres,product page,14.090,0.085,true
postgres,product page,14.100,7.271,true
postgres,product page,14.110,1.702,true
postgres,product page,14.120,1.846,true
postgres,checkout,14.130,16.091,true
postgres,product page,14.140,2.433,true
postgres,product page,14.150,1.679,true
postgres,order history,14.160,0.416,true
postgres,product page,14.170,2.116,true
postgres,product page,14.180,1.593,true
postgres,product page,14.190,2.800,true
postgres,product page,14.200,1.880,true
postgres,order history,14.210,-0.125,true
postgres,product page,14.220,186.927,true
postgres,order history,14.230,0.256,true
postgres,product page,14.240,1.117,true
postgres,product page,14.250,2.283,true
postgres,order history,14.260,0.853,true
postgres,product page,14.270,4.369,true
postgres,product page,14.280,10.909,true
postgres,product page,14.290,1.463,true
postgres,product page,14.300,1.192,true
postgres,product page,14.310,1.310,true
postgres,checkout,14.320,21.471,true
postgres,product page,14.330,0.952,true
postgres,product page,14.340,1.040,true
postgres,product page,14.350,1.046,true
postgres,product page,14.360,2.204,true
postgres,checkout,14.370,17.469,true
postgres,product page,14.380,8.175,true
postgres,product page,14.390,3.717,true
postgres,product page,14.400,2.489,true
postgres,product page,14.410,13.603,true
postgres,product page,14.420,1.169,true
postgres,order history,14.430,0.489,true
postgres,product page,14.440,1.443,true
postgres,product page,14.450,1.744,true
postgres,product page,14.460,0.857,true
postgres,product page,14.470,1.373,true
postgres,order history,14.480,0.217,true
postgres,product page,14.490,1.354,true
postgres,product page,14.500,2.027,true
postgres,product page,14.510,1.460,true
postgres,product page,14.520,2.088,true
postgres,product page,14.530,0.929,true
postgres,product page,14.540,1.372,true
postgres,product page,14.550,0.949,true
postgres,product page,14.560,1.889,true
postgres,product page,14.570,1.535,true
postgres,product page,14.580,1.556,true
postgres,product page,14.590,0.884,true
postgres,product page,14.600,0.763,true
postgres,product page,14.610,1.149,true
postgres,order history,14.620,0.555,true
postgres,product page,14.630,2.012,true
postgres,product page,14.640,3.009,true
postgres,order history,14.650,0.164,true
postgres,product page,14.660,2.720,true
postgres,product page,14.670,10.082,true
postgres,product page,14.680,1.046,true
postgres,product page,14.690,2.439,true
postgres,order history,14.700,0.907,true
postgres,product page,14.710,1.129,true
postgres,product page,14.720,1.850,true
postgres,checkout,14.730,13.478,true
postgres,checkout,14.740,15.842,true
postgres,product page,14.750,1.736,true
postgres,product page,14.760,79.465,true
postgres,product page,14.770,0.941,true
postgres,order history,14.780,0.087,true
postgres,product page,14.790,1.167,true
postgres,product page,14.800,1.311,true
postgres,order history,14.810,0.543,true
postgres,product page,14.820,2.184,true
postgres,checkout,14.830,13.372,true
postgres,product page,14.840,0.482,true
postgres,checkout,14.850,15.504,true
postgres,product page,14.860,0.684,true
postgres,order history,14.870,0.144,true
postgres,product page,14.880,1.421,true
postgres,product page,14.890,75.340,true
postgres,product page,14.900,3.338,true
postgres,order history,14.910,0.992,true
postgres,order history,14.920,-1.205,true
postgres,checkout,14.930,14.903,true
postgres,order history,14.940,0.249,true
postgres,checkout,14.950,15.226,true
postgres,product page,14.960,1.864,true
postgres,product page,14.970,1.701,true
postgres,product page,14.980,0.017,true
postgres,product page,14.990,1.450,true
postgres,product page,15.000,1.192,true
postgres,checkout,15.010,14.067,true
postgres,checkout,15.020,16.350,true
postgres,product page,15.030,2.120,true
postgres,product page,15.040,1.677,true
postgres,checkout,15.050,13.096,true
postgres,checkout,15.060,14.675,true
postgres,product page,15.070,1.124,true
postgres,product page,15.080,1.555,true
postgres,product page,15.090,6.559,true
postgres,product page,15.100,1.680,true
postgres,product page,15.110,2.327,true
postgres,product page,15.120,1.050,true
postgres,product page,15.130,1.019,true
postgres,product page,15.140,1.327,true
postgres,product page,15.150,8.006,true
postgres,product page,15.160,1.469,true
postgres,product page,15.170,3.026,true
postgres,product page,15.180,1.516,true
postgres,order history,15.190,-0.166,true
postgres,product page,15.200,1.005,true
postgres,product page,15.210,1.087,true
postgres,product page,15.220,1.392,true
postgres,product page,15.230,1.559,true
postgres,product page,15.240,1.317,true
postgres,product page,15.250,2.274,true
postgres,product page,15.260,2.201,true
postgres,order history,15.270,0.034,true
postgres,product page,15.280,2.071,true
postgres,product page,15.290,4.365,true
postgres,product page,15.300,1.431,true
postgres,product page,15.310,2.300,true
postgres,order history,15.320,0.717,true
postgres,order history,15.330,-0.260,true
postgres,product page,15.340,0.960,true
postgres,order history,15.350,-0.098,true
postgres,checkout,15.360,15.095,true
postgres,product page,15.370,1.246,true
postgres,product page,15.380,2.074,true
postgres,product page,15.390,0.667,true
postgres,product page,15.400,1.221,true
postgres,order history,15.410,0.648,true
postgres,product page,15.420,1.840,true
postgres,checkout,15.430,12.522,true
postgres,product page,15.440,2.180,true
postgres,product page,15.450,0.656,true
postgres,order history,15.460,0.411,true
postgres,product page,15.470,1.376,true
postgres,product page,15.480,3.088,true
postgres,product page,15.490,0.955,true
postgres,product page,15.500,0.967,true
postgres,product page,15.510,0.872,true
postgres,product page,15.520,1.309,true
postgres,product page,15.530,2.419,true
postgres,product page,15.540,1.442,true
postgres,order history,15.550,0.675,true
postgres,product page,15.560,47.360,true
postgres,product page,15.570,0.611,true
postgres,product page,15.580,0.983,true
postgres,order history,15.590,0.425,true
postgres,product page,15.600,58.333,true
postgres,product page,15.610,1.440,true
postgres,order history,15.620,0.627,true
postgres,product page,15.630,0.588,true
postgres,product page,15.640,-0.551,true
postgres,checkout,15.650,13.335,true
postgres,product page,15.660,0.905,true
postgres,product page,15.670,0.565,true
postgres,product page,15.680,1.048,true
postgres,order history,15.690,0.253,true
postgres,product page,15.700,1.123,true
postgres,checkout,15.710,14.617,true
postgres,product page,15.720,0.800,true
postgres,product page,15.730,0.457,true
postgres,product page,15.740,1.144,true
postgres,product page,15.750,2.653,true
postgres,product page,15.760,0.563,true
postgres,product page,15.770,1.186,true
postgres,checkout,15.780,16.772,true
postgres,product page,15.790,1.163,true
postgres,order history,15.800,-0.414,true
postgres,order history,15.810,-0.165,true
postgres,order history,15.820,-0.004,true
postgres,product page,15.830,0.733,true
postgres,product page,15.840,3.143,true
postgres,product page,15.850,0.901,true
postgres,product page,15.860,2.022,true
postgres,product page,15.870,0.915,true
postgres,product page,15.880,4.111,true
postgres,product page,15.890,0.268,true
postgres,product page,15.900,3.595,true
postgres,product page,15.910,0.496,true
postgres,product page,15.920,1.561,true
postgres,checkout,15.930,14.703,true
postgres,order history,15.940,0.160,true
postgres,product page,15.950,1.304,true
postgres,product page,15.960,123.696,true
postgres,product page,15.970,1.992,true
postgres,product page,15.980,0.851,true
postgres,product page,15.990,0.953,true
postgres,product page,16.000,0.837,true
postgres,product page,16.010,0.945,true
postgres,order history,16.020,1.085,true
postgres,product page,16.030,2.925,true
postgres,product page,16.040,2.754,true
postgres,checkout,16.050,16.457,true
postgres,product page,16.060,2.401,true
postgres,product page,16.070,2.355,true
postgres,order history,16.080,1.804,true
postgres,product page,16.090,1.341,true
postgres,checkout,16.100,16.404,true
postgres,order history,16.110,1.064,true
postgres,checkout,16.120,15.974,true
postgres,product page,16.130,2.048,true
postgres,product page,16.140,3.423,true
postgres,product page,16.150,6.732,true
postgres,product page,16.160,2.280,true
postgres,product page,16.170,3.083,true
postgres,order history,16.180,0.283,true
postgres,order history,16.190,1.439,true
postgres,order history,16.200,1.220,true
postgres,product page,16.210,4.640,true
postgres,product page,16.220,4.553,true
postgres,order history,16.230,0.633,true
postgres,product page,16.240,1.585,true
postgres,product page,16.250,-0.161,true
postgres,product page,16.260,5.848,true
postgres,checkout,16.270,19.411,true
postgres,order history,16.280,0.424,true
postgres,product page,16.290,1.995,true
postgres,order history,16.300,0.019,true
postgres,product page,16.310,4.013,true
postgres,product page,16.320,2.442,true
postgres,checkout,16.330,17.574,true
postgres,product page,16.340,3.253,true
postgres,product page,16.350,1.950,true
postgres,order history,16.360,-0.218,true
postgres,product page,16.370,2.240,true
postgres,product page,16.380,0.792,true
postgres,product page,16.390,5.840,true
postgres,product page,16.400,4.445,true
postgres,product page,16.410,2.402,true
postgres,product page,16.420,1.648,true
postgres,product page,16.430,2.109,true
postgres,order history,16.440,0.211,true
postgres,order history,16.450,1.145,true
postgres,order history,16.460,0.730,true
postgres,product page,16.470,1.463,true
postgres,product page,16.480,6.359,true
postgres,product page,16.490,10.354,true
postgres,product page,16.500,1.562,true
postgres,product page,16.510,1.522,true
postgres,product page,16.520,2.465,true
postgres,product page,16.530,3.917,true
postgres,product page,16.540,1.839,true
postgres,product page,16.550,1.441,true
postgres,product page,16.560,2.593,true
postgres,product page,16.570,1.041,true
postgres,product page,16.580,300.750,true
postgres,product page,16.590,5.920,true
postgres,checkout,16.600,15.553,true
postgres,product page,16.610,3.116,true
postgres,product page,16.620,1.520,true
postgres,product page,16.630,5.055,true
postgres,order history,16.640,0.779,true
postgres,product page,16.650,2.355,true
postgres,checkout,16.660,16.806,true
postgres,product page,16.670,1.129,true
postgres,product page,16.680,5.972,true
postgres,product page,16.690,1.096,true
postgres,product page,16.700,1.467,true
postgres,product page,16.710,1.641,true
postgres,checkout,16.720,17.601,true
postgres,order history,16.730,0.038,true
postgres,product page,16.740,0.809,true
postgres,product page,16.750,1.838,true
postgres,product page,16.760,1.580,true
postgres,product page,16.770,1.411,true
postgres,checkout,16.780,13.929,true
postgres,product page,16.790,0.904,true
postgres,product page,16.800,12.743,true
postgres,order history,16.810,0.490,true
postgres,product page,16.820,2.092,true
postgres,product page,16.830,1.421,true
postgres,product page,16.840,5.444,true
postgres,product page,16.850,0.446,true
postgres,checkout,16.860,15.287,true
postgres,product page,16.870,0.956,true
postgres,product page,16.880,1.297,true
postgres,order history,16.890,0.459,true
postgres,product page,16.900,1.544,true
postgres,product page,16.910,1.691,true
postgres,product page,16.920,-0.138,true
postgres,checkout,16.930,14.367,true
postgres,product page,16.940,2.598,true
postgres,product page,16.950,1.456,true
postgres,product page,16.960,1.492,true
postgres,product page,16.970,1.085,true
postgres,product page,16.980,1.732,true
postgres,order history,16.990,-0.227,true
postgres,product page,17.000,0.860,true
postgres,product page,17.010,0.950,true
postgres,checkout,17.020,13.080,true
postgres,order history,17.030,0.412,true
postgres,product page,17.040,1.917,true
postgres,product page,17.050,151.689,true
postgres,product page,17.060,1.376,true
postgres,checkout,17.070,13.043,true
postgres,product page,17.080,-0.204,true
postgres,checkout,17.090,13.631,true
postgres,order history,17.100,0.275,true
postgres,product page,17.110,0.956,true
postgres,product page,17.120,1.130,true
postgres,order history,17.130,0.671,true
postgres,product page,17.140,2.289,true
postgres,order history,17.150,-0.141,true
postgres,product page,17.160,4.132,true
postgres,product page,17.170,4.192,true
postgres,product page,17.180,1.460,true
postgres,product page,17.190,2.090,true
postgres,order history,17.200,1.021,true
postgres,product page,17.210,1.422,true
postgres,product page,17.220,6.651,true
postgres,order history,17.230,0.456,true
postgres,order history,17.240,0.791,true
postgres,product page,17.250,2.443,true
postgres,product page,17.260,5.290,true
postgres,checkout,17.270,118.433,true
postgres,product page,17.280,9.732,true
postgres,product page,17.290,8.738,true
postgres,product page,17.300,6.655,true
postgres,product page,17.310,8.822,true
postgres,product page,17.320,3.495,true
postgres,product page,17.330,5.280,true
postgres,order history,17.340,1.718,true
postgres,product page,17.350,5.800,true
postgres,checkout,17.360,70.103,true
postgres,product page,17.370,3.337,true
postgres,product page,17.380,4.600,true
postgres,product page,17.390,11.255,true
postgres,order history,17.400,5.601,true
postgres,product page,17.410,5.163,true
postgres,product page,17.420,2.039,true
postgres,product page,17.430,0.711,true
postgres,checkout,17.440,13.752,true
postgres,product page,17.450,1.570,true
postgres,product page,17.460,1.200,true
postgres,product page,17.470,1.279,true
postgres,order history,17.480,0.653,true
postgres,product page,17.490,1.056,true
postgres,order history,17.500,-0.048,true
postgres,product page,17.510,1.112,true
postgres,product page,17.520,0.964,true
postgres,product page,17.530,1.709,true
postgres,order history,17.540,0.616,true
postgres,order history,17.550,0.806,true
postgres,checkout,17.560,40.212,true
postgres,product page,17.570,4.072,true
postgres,product page,17.580,2.850,true
postgres,checkout,17.590,35.716,true
postgres,product page,17.600,4.620,true
postgres,product page,17.610,2.840,true
postgres,order history,17.620,1.818,true
postgres,product page,17.630,1.694,true
postgres,product page,17.640,2.757,true
postgres,product page,17.650,1.760,true
postgres,product page,17.660,3.234,true
postgres,checkout,17.670,17.968,true
postgres,product page,17.680,1.908,true
postgres,product page,17.690,1.383,true
postgres,product page,17.700,0.839,true
postgres,checkout,17.710,14.528,true
postgres,checkout,17.720,14.122,true
postgres,order history,17.730,0.041,true
postgres,product page,17.740,1.362,true
postgres,order history,17.750,0.256,true
postgres,product page,17.760,3.431,true
postgres,product page,17.770,3.056,true
postgres,product page,17.780,1.202,true
postgres,product page,17.790,0.593,true
postgres,product page,17.800,0.989,true
postgres,order history,17.810,0.035,true
postgres,product page,17.820,10.441,true
postgres,checkout,17.830,20.170,true
postgres,order history,17.840,0.260,true
postgres,product page,17.850,1.717,true
postgres,product page,17.860,1.572,true
postgres,product page,17.870,0.407,true
postgres,product page,17.880,0.698,true
postgres,product page,17.890,0.731,true
postgres,product page,17.900,0.832,true
postgres,product page,17.910,0.938,true
postgres,product page,17.920,0.646,true
postgres,product page,17.930,1.121,true
postgres,product page,17.940,1.018,true
postgres,order history,17.950,0.327,true
postgres,checkout,17.960,13.582,true
postgres,product page,17.970,0.599,true
postgres,product page,17.980,0.636,true
postgres,checkout,17.990,13.105,true
postgres,product page,18.000,1.844,true
postgres,checkout,18.010,13.726,true
postgres,order history,18.020,0.112,true
postgres,product page,18.030,0.767,true
postgres,order history,18.040,0.226,true
postgres,product page,18.050,1.380,true
postgres,product page,18.060,1.076,true
postgres,product page,18.070,0.388,true
postgres,product page,18.080,0.399,true
postgres,product page,18.090,0.424,true
postgres,product page,18.100,0.591,true
postgres,product page,18.110,1.358,true
postgres,order history,18.120,0.124,true
postgres,order history,18.130,0.472,true
postgres,product page,18.140,2.039,true
postgres,order history,18.150,0.996,true
postgres,product page,18.160,0.172,true
postgres,product page,18.170,1.532,true
postgres,product page,18.180,1.680,true
postgres,product page,18.190,4.369,true
postgres,order history,18.200,1.085,true
postgres,product page,18.210,1.458,true
postgres,product page,18.220,1.250,true
postgres,product page,18.230,1.658,true
postgres,checkout,18.240,25.220,true
postgres,product page,18.250,2.224,true
postgres,product page,18.260,6.117,true
postgres,product page,18.270,3.813,true
postgres,product page,18.280,2.151,true
postgres,order history,18.290,0.719,true
postgres,checkout,18.300,26.829,true
postgres,product page,18.310,3.052,true
postgres,order history,18.320,1.025,true
postgres,product page,18.330,2.432,true
postgres,product page,18.340,1.878,true
postgres,order history,18.350,0.759,true
postgres,product page,18.360,2.485,true
postgres,product page,18.370,0.780,true
postgres,product page,18.380,4.712,true
postgres,product page,18.390,1.350,true
postgres,checkout,18.400,15.889,true
postgres,order history,18.410,1.242,true
postgres,order history,18.420,0.098,true
postgres,product page,18.430,0.809,true
postgres,order history,18.440,0.264,true
postgres,product page,18.450,1.327,true
postgres,product page,18.460,2.190,true
postgres,product page,18.470,1.481,true
postgres,product page,18.480,0.437,true
postgres,product page,18.490,-0.510,true
postgres,order history,18.500,-0.047,true
postgres,product page,18.510,2.262,true
postgres,checkout,18.520,14.253,true
postgres,product page,18.530,1.942,true
postgres,product page,18.540,3.586,true
postgres,product page,18.550,1.288,true
postgres,product page,18.560,0.556,true
postgres,product page,18.570,1.937,true
postgres,product page,18.580,0.997,true
postgres,order history,18.590,0.158,true
postgres,product page,18.600,4.597,true
postgres,order history,18.610,0.053,true
postgres,checkout,18.620,16.415,true
postgres,product page,18.630,1.350,true
postgres,checkout,18.640,15.387,true
postgres,order history,18.650,-0.160,true
postgres,product page,18.660,0.992,true
postgres,product page,18.670,1.376,true
postgres,product page,18.680,1.481,true
postgres,checkout,18.690,18.790,true
postgres,order history,18.700,1.124,true
postgres,product page,18.710,10.851,true
postgres,order history,18.720,3.789,true
postgres,product page,18.730,8.224,true
postgres,product page,18.740,7.335,true
postgres,product page,18.750,19.341,true
postgres,product page,18.760,66.066,true
postgres,order history,18.770,4.823,true
postgres,order history,18.780,2.393,true
postgres,order history,18.790,11.349,true
postgres,order history,18.800,2.783,true
postgres,product page,18.810,3.774,true
postgres,product page,18.820,6.026,true
postgres,product page,18.830,22.470,true
postgres,product page,18.840,16.722,true
postgres,checkout,18.850,125.072,true
postgres,product page,18.860,1.123,true
postgres,order history,18.870,4.021,true
postgres,product page,18.880,2.392,true
postgres,product page,18.890,8.758,true
postgres,product page,18.900,36.192,true
postgres,product page,18.910,31.807,true
postgres,checkout,18.920,91.267,true
postgres,product page,18.930,67.399,true
postgres,product page,18.940,1.773,true
postgres,product page,18.950,5.647,true
postgres,product page,18.960,2.544,true
postgres,product page,18.970,7.876,true
postgres,product page,18.980,2.689,true
postgres,product page,18.990,4.568,true
postgres,product page,19.000,5.860,true
postgres,product page,19.010,2.230,true
postgres,product page,19.020,187.943,true
postgres,product page,19.030,2.688,true
postgres,product page,19.040,0.793,true
postgres,checkout,19.050,15.827,true
postgres,product page,19.060,0.854,true
postgres,checkout,19.070,21.427,true
postgres,order history,19.080,0.710,true
postgres,product page,19.090,1.827,true
postgres,product page,19.100,2.627,true
postgres,product page,19.110,1.311,true
postgres,order history,19.120,1.250,true
postgres,order history,19.130,0.584,true
postgres,product page,19.140,19.546,true
postgres,product page,19.150,1.716,true
postgres,product page,19.160,12.420,true
postgres,product page,19.170,4.441,true
postgres,product page,19.180,7.547,true
postgres,product page,19.190,0.944,true
postgres,product page,19.200,3.410,true
postgres,product page,19.210,5.041,true
postgres,product page,19.220,2.223,true
postgres,order history,19.230,3.091,true
postgres,product page,19.240,3.726,true
postgres,order history,19.250,0.299,true
postgres,order history,19.260,0.728,true
postgres,order history,19.270,6.233,true
postgres,order history,19.280,0.528,true
postgres,product page,19.290,5.364,true
postgres,product page,19.300,2.808,true
postgres,product page,19.310,2.557,true
postgres,product page,19.320,9.176,true
postgres,product page,19.330,46.112,true
postgres,product page,19.340,11.956,true
postgres,product page,19.350,6.390,true
postgres,product page,19.360,3.431,true
postgres,product page,19.370,4.037,true
postgres,product page,19.380,3.848,true
postgres,product page,19.390,1.717,true
postgres,product page,19.400,2.023,true
postgres,order history,19.410,1.850,true
postgres,product page,19.420,0.278,true
postgres,product page,19.430,2.029,true
postgres,product page,19.440,5.958,true
postgres,product page,19.450,2.297,true
postgres,product page,19.460,1.790,true
postgres,order history,19.470,0.653,true
postgres,product page,19.480,1.902,true
postgres,product page,19.490,1.342,true
postgres,product page,19.500,-0.317,true
postgres,product page,19.510,1.187,true
postgres,checkout,19.520,15.023,true
postgres,product page,19.530,1.267,true
postgres,order history,19.540,0.553,true
postgres,product page,19.550,1.803,true
postgres,product page,19.560,0.988,true
postgres,order history,19.570,0.572,true
postgres,product page,19.580,3.060,true
postgres,product page,19.590,1.454,true
postgres,checkout,19.600,13.631,true
postgres,product page,19.610,0.654,true
postgres,product page,19.620,0.916,true
postgres,product page,19.630,1.762,true
postgres,product page,19.640,4.513,true
postgres,order history,19.650,0.498,true
postgres,order history,19.660,0.860,true
postgres,order history,19.670,-0.233,true
postgres,product page,19.680,0.876,true
postgres,product page,19.690,0.787,true
postgres,order history,19.700,0.200,true
postgres,order history,19.710,0.343,true
postgres,product page,19.720,1.285,true
postgres,product page,19.730,2.001,true
postgres,product page,19.740,1.556,true
postgres,product page,19.750,-0.233,true
postgres,product page,19.760,1.176,true
postgres,product page,19.770,0.906,true
postgres,product page,19.780,1.061,true
postgres,product page,19.790,1.762,true
postgres,product page,19.800,1.932,true
postgres,product page,19.810,1.202,true
postgres,product page,19.820,-0.053,true
postgres,product page,19.830,1.169,true
postgres,product page,19.840,1.359,true
postgres,product page,19.850,1.897,true
postgres,product page,19.860,3.926,true
postgres,checkout,19.870,15.027,true
postgres,order history,19.880,0.692,true
postgres,order history,19.890,0.725,true
postgres,product page,19.900,0.143,true
postgres,product page,19.910,1.197,true
postgres,product page,19.920,1.978,true
postgres,product page,19.930,2.222,true
postgres,product page,19.940,1.880,true
postgres,order history,19.950,0.700,true
postgres,order history,19.960,1.431,true
postgres,product page,19.970,2.798,true
postgres,product page,19.980,2.024,true
postgres,product page,19.990,1.378,true
postgres,product page,20.000,1.030,true
postgres,product page,20.010,3.621,true
postgres,product page,20.020,1.495,true
postgres,product page,20.030,2.309,true
postgres,order history,20.040,1.284,true
postgres,order history,20.050,0.388,true
postgres,product page,20.060,2.575,true
postgres,product page,20.070,3.731,true
postgres,checkout,20.080,14.936,true
postgres,product page,20.090,1.527,true
postgres,product page,20.100,3.909,true
postgres,product page,20.110,2.598,true
postgres,product page,20.120,12.399,true
postgres,product page,20.130,7.433,true
postgres,product page,20.140,2.726,true
postgres,product page,20.150,5.499,true
postgres,order history,20.160,2.594,true
postgres,checkout,20.170,45.436,true
postgres,order history,20.180,3.667,true
postgres,product page,20.190,3.853,true
postgres,product page,20.200,12.571,true
postgres,product page,20.210,7.978,true
postgres,product page,20.220,1.688,true
postgres,order history,20.230,7.449,true
postgres,order history,20.240,5.153,true
postgres,product page,20.250,5.596,true
postgres,product page,20.260,8.883,true
postgres,product page,20.270,20.917,true
postgres,checkout,20.280,156.666,true
postgres,product page,20.290,7.114,true
postgres,checkout,20.300,136.650,true
postgres,checkout,20.310,127.235,true
postgres,product page,20.320,7.034,true
postgres,checkout,20.330,106.713,true
postgres,order history,20.340,2.877,true
postgres,product page,20.350,8.532,true
postgres,product page,20.360,2.217,true
postgres,product page,20.370,19.029,true
postgres,product page,20.380,43.982,true
postgres,order history,20.390,7.936,true
postgres,order history,20.400,5.019,true
postgres,product page,20.410,4.779,true
postgres,product page,20.420,5.790,true
postgres,checkout,20.430,30.189,true
postgres,product page,20.440,9.458,true
postgres,product page,20.450,1.761,true
postgres,order history,20.460,0.632,true
postgres,order history,20.470,2.027,true
postgres,product page,20.480,1.909,true
postgres,checkout,20.490,17.935,true
postgres,product page,20.500,3.202,true
postgres,checkout,20.510,21.445,true
postgres,order history,20.520,1.242,true
postgres,product page,20.530,1.245,true
postgres,product page,20.540,2.769,true
postgres,order history,20.550,0.182,true
postgres,product page,20.560,2.573,true
postgres,product page,20.570,2.228,true
postgres,product page,20.580,3.377,true
postgres,product page,20.590,3.719,true
postgres,order history,20.600,0.849,true
postgres,product page,20.610,1.327,true
postgres,order history,20.620,0.875,true
postgres,product page,20.630,2.556,true
postgres,product page,20.640,1.214,true
postgres,product page,20.650,2.246,true
postgres,order history,20.660,0.891,true
postgres,product page,20.670,3.036,true
postgres,product page,20.680,1.480,true
postgres,checkout,20.690,13.801,true
postgres,product page,20.700,0.497,true
postgres,product page,20.710,0.936,true
postgres,order history,20.720,0.339,true
postgres,order history,20.730,0.248,true
postgres,order history,20.740,0.156,true
postgres,order history,20.750,0.667,true
postgres,order history,20.760,1.016,true
postgres,order history,20.770,1.152,true
postgres,product page,20.780,1.589,true
postgres,checkout,20.790,15.088,true
postgres,product page,20.800,0.657,true
postgres,product page,20.810,0.840,true
postgres,product page,20.820,1.308,true
postgres,order history,20.830,0.949,true
postgres,product page,20.840,1.742,true
postgres,product page,20.850,1.058,true
postgres,product page,20.860,0.821,true
postgres,product page,20.870,0.960,true
postgres,order history,20.880,0.429,true
postgres,product page,20.890,1.264,true
postgres,product page,20.900,2.509,true
postgres,product page,20.910,1.801,true
postgres,product page,20.920,2.966,true
postgres,product page,20.930,0.632,true
postgres,order history,20.940,0.090,true
postgres,product page,20.950,1.459,true
postgres,product page,20.960,1.259,true
postgres,product page,20.970,5.530,true
postgres,product page,20.980,1.896,true
postgres,checkout,20.990,14.450,true
postgres,product page,21.000,0.672,true
postgres,product page,21.010,1.211,true
postgres,product page,21.020,1.635,true
postgres,order history,21.030,0.489,true
postgres,order history,21.040,0.784,true
postgres,product page,21.050,1.399,true
postgres,product page,21.060,1.089,true
postgres,product page,21.070,0.448,true
postgres,product page,21.080,0.733,true
postgres,order history,21.090,0.168,true
postgres,product page,21.100,1.022,true
postgres,product page,21.110,1.593,true
postgres,product page,21.120,2.351,true
postgres,product page,21.130,2.163,true
postgres,product page,21.140,1.377,true
postgres,order history,21.150,0.035,true
postgres,checkout,21.160,14.429,true
postgres,product page,21.170,1.533,true
postgres,product page,21.180,1.309,true
postgres,product page,21.190,4.412,true
postgres,product page,21.200,1.360,true
postgres,product page,21.210,1.065,true
postgres,checkout,21.220,13.902,true
postgres,product page,21.230,1.814,true
postgres,order history,21.240,0.260,true
postgres,order history,21.250,0.387,true
postgres,product page,21.260,1.358,true
postgres,product page,21.270,1.272,true
postgres,product page,21.280,3.472,true
postgres,checkout,21.290,12.912,true
postgres,order history,21.300,-0.110,true
postgres,product page,21.310,0.919,true
postgres,order history,21.320,0.093,true
postgres,checkout,21.330,14.261,true
postgres,product page,21.340,1.071,true
postgres,checkout,21.350,14.402,true
postgres,product page,21.360,1.291,true
postgres,product page,21.370,3.958,true
postgres,product page,21.380,1.270,true
postgres,product page,21.390,1.038,true
postgres,order history,21.400,0.213,true
postgres,checkout,21.410,13.500,true
postgres,order history,21.420,0.405,true
postgres,product page,21.430,1.230,true
postgres,product page,21.440,1.862,true
postgres,product page,21.450,2.001,true
postgres,product page,21.460,0.498,true
postgres,order history,21.470,0.054,true
postgres,product page,21.480,0.813,true
postgres,product page,21.490,1.089,true
postgres,checkout,21.500,13.515,true
postgres,order history,21.510,0.459,true
postgres,order history,21.520,0.530,true
postgres,product page,21.530,1.343,true
postgres,order history,21.540,-0.144,true
postgres,order history,21.550,0.006,true
postgres,product page,21.560,1.065,true
