scenario,operation,second,latency_ms,ok
postgres,product page,33.200,1.255,true
postgres,product page,33.210,0.657,true
postgres,product page,33.220,0.724,true
postgres,order history,33.230,0.333,true
postgres,order history,33.240,0.938,true
postgres,product page,33.250,2.401,true
postgres,product page,33.260,0.497,true
postgres,product page,33.270,0.492,true
postgres,product page,33.280,1.405,true
postgres,product page,33.290,0.891,true
postgres,product page,33.300,1.243,true
postgres,order history,33.310,0.920,true
postgres,order history,33.320,0.508,true
postgres,product page,33.330,1.685,true
postgres,product page,33.340,2.604,true
postgres,product page,33.350,0.832,true
postgres,product page,33.360,0.466,true
postgres,product page,33.370,0.940,true
postgres,product page,33.380,0.743,true
postgres,product page,33.390,0.935,true
postgres,checkout,33.400,12.221,true
postgres,product page,33.410,1.047,true
postgres,product page,33.420,0.662,true
postgres,product page,33.430,0.446,true
postgres,product page,33.440,1.233,true
postgres,product page,33.450,0.920,true
postgres,product page,33.460,1.172,true
postgres,order history,33.470,0.929,true
postgres,product page,33.480,1.632,true
postgres,product page,33.490,1.940,true
postgres,product page,33.500,0.885,true
postgres,product page,33.510,0.569,true
postgres,checkout,33.520,12.454,true
postgres,order history,33.530,0.199,true
postgres,product page,33.540,1.455,true
postgres,checkout,33.550,11.978,true
postgres,order history,33.560,0.696,true
postgres,product page,33.570,3.911,true
postgres,product page,33.580,2.886,true
postgres,product page,33.590,0.665,true
postgres,product page,33.600,1.181,true
postgres,product page,33.610,1.040,true
postgres,product page,33.620,1.760,true
postgres,product page,33.630,0.634,true
postgres,checkout,33.640,12.768,true
postgres,product page,33.650,1.425,true
postgres,checkout,33.660,13.018,true
postgres,product page,33.670,0.990,true
postgres,product page,33.680,0.238,true
postgres,product page,33.690,1.389,true
postgres,product page,33.700,1.213,true
postgres,product page,33.710,0.924,true
postgres,product page,33.720,1.235,true
postgres,order history,33.730,0.381,true
postgres,checkout,33.740,11.352,true
postgres,order history,33.750,0.539,true
postgres,product page,33.760,0.387,true
postgres,order history,33.770,-0.272,true
postgres,product page,33.780,0.408,true
postgres,order history,33.790,-0.005,true
postgres,product page,33.800,0.670,true
postgres,product page,33.810,1.467,true
postgres,product page,33.820,1.685,true
postgres,product page,33.830,1.409,true
postgres,checkout,33.840,10.346,true
postgres,product page,33.850,0.689,true
postgres,order history,33.860,-0.096,true
postgres,product page,33.870,1.182,true
postgres,product page,33.880,0.969,true
postgres,product page,33.890,1.386,true
postgres,product page,33.900,3.197,true
postgres,product page,33.910,2.839,true
postgres,order history,33.920,1.046,true
postgres,checkout,33.930,10.923,true
postgres,order history,33.940,-0.127,true
postgres,product page,33.950,0.562,true
postgres,product page,33.960,1.419,true
postgres,product page,33.970,0.967,true
postgres,checkout,33.980,13.164,true
postgres,product page,33.990,2.188,true
postgres,checkout,34.000,12.101,true
postgres,order history,34.010,0.688,true
postgres,product page,34.020,1.353,true
postgres,product page,34.030,1.321,true
postgres,product page,34.040,1.475,true
postgres,product page,34.050,2.135,true
postgres,product page,34.060,1.722,true
postgres,product page,34.070,4.709,true
postgres,product page,34.080,1.657,true
postgres,product page,34.090,1.297,true
postgres,product page,34.100,1.588,true
postgres,product page,34.110,1.297,true
postgres,product page,34.120,1.817,true
postgres,product page,34.130,1.460,true
postgres,product page,34.140,1.433,true
postgres,product page,34.150,1.444,true
postgres,checkout,34.160,13.859,true
postgres,product page,34.170,2.182,true
postgres,product page,34.180,1.992,true
postgres,product page,34.190,1.863,true
postgres,product page,34.200,0.924,true
postgres,product page,34.210,2.163,true
postgres,product page,34.220,4.977,true
postgres,product page,34.230,1.156,true
postgres,product page,34.240,1.802,true
postgres,product page,34.250,1.667,true
postgres,product page,34.260,2.031,true
postgres,product page,34.270,0.858,true
postgres,product page,34.280,1.446,true
postgres,product page,34.290,0.722,true
postgres,product page,34.300,1.527,true
postgres,checkout,34.310,11.141,true
postgres,order history,34.320,0.350,true
postgres,product page,34.330,3.818,true
postgres,order history,34.340,0.801,true
postgres,checkout,34.350,10.040,true
postgres,checkout,34.360,10.372,true
postgres,product page,34.370,4.340,true
postgres,checkout,34.380,11.094,true
postgres,order history,34.390,0.041,true
postgres,product page,34.400,3.901,true
postgres,product page,34.410,1.129,true
postgres,order history,34.420,0.403,true
postgres,product page,34.430,1.536,true
postgres,product page,34.440,1.027,true
postgres,product page,34.450,3.208,true
postgres,product page,34.460,2.149,true
postgres,order history,34.470,0.545,true
postgres,checkout,34.480,13.562,true
postgres,order history,34.490,0.341,true
postgres,product page,34.500,3.252,true
postgres,product page,34.510,2.026,true
postgres,checkout,34.520,13.574,true
postgres,product page,34.530,0.929,true
postgres,product page,34.540,0.904,true
postgres,order history,34.550,0.283,true
postgres,product page,34.560,1.399,true
postgres,product page,34.570,3.504,true
postgres,product page,34.580,1.657,true
postgres,product page,34.590,0.080,true
postgres,checkout,34.600,13.274,true
postgres,product page,34.610,2.185,true
postgres,product page,34.620,1.367,true
postgres,product page,34.630,1.365,true
postgres,product page,34.640,1.449,true
postgres,order history,34.650,0.441,true
postgres,product page,34.660,1.266,true
postgres,checkout,34.670,14.715,true
postgres,checkout,34.680,13.637,true
postgres,product page,34.690,1.138,true
postgres,product page,34.700,1.978,true
postgres,product page,34.710,2.442,true
postgres,product page,34.720,1.671,true
postgres,product page,34.730,0.665,true
postgres,product page,34.740,2.000,true
postgres,product page,34.750,0.913,true
postgres,order history,34.760,0.976,true
postgres,product page,34.770,1.913,true
postgres,product page,34.780,1.479,true
postgres,product page,34.790,2.556,true
postgres,product page,34.800,2.966,true
postgres,product page,34.810,0.868,true
postgres,order history,34.820,1.077,true
postgres,checkout,34.830,12.933,true
postgres,product page,34.840,1.385,true
postgres,product page,34.850,1.349,true
postgres,product page,34.860,2.775,true
postgres,product page,34.870,2.317,true
postgres,product page,34.880,1.941,true
postgres,product page,34.890,2.304,true
postgres,product page,34.900,1.682,true
postgres,product page,34.910,1.847,true
postgres,product page,34.920,2.067,true
postgres,product page,34.930,1.561,true
postgres,product page,34.940,1.208,true
postgres,product page,34.950,1.386,true
postgres,product page,34.960,1.372,true
postgres,product page,34.970,3.051,true
postgres,product page,34.980,-0.282,true
postgres,order history,34.990,0.357,true
postgres,product page,35.000,2.012,true
postgres,product page,35.010,1.493,true
postgres,order history,35.020,0.765,true
postgres,product page,35.030,0.793,true
postgres,product page,35.040,1.992,true
postgres,product page,35.050,1.200,true
postgres,product page,35.060,1.376,true
postgres,product page,35.070,1.349,true
postgres,product page,35.080,1.754,true
postgres,product page,35.090,1.658,true
postgres,product page,35.100,1.497,true
postgres,product page,35.110,2.448,true
postgres,product page,35.120,1.502,true
postgres,order history,35.130,1.721,true
postgres,product page,35.140,2.356,true
postgres,order history,35.150,0.051,true
postgres,order history,35.160,0.021,true
postgres,product page,35.170,1.376,true
postgres,product page,35.180,1.386,true
postgres,order history,35.190,1.125,true
postgres,product page,35.200,1.992,true
postgres,product page,35.210,1.774,true
postgres,product page,35.220,1.502,true
postgres,product page,35.230,1.555,true
postgres,product page,35.240,1.085,true
postgres,checkout,35.250,13.797,true
postgres,order history,35.260,0.995,true
postgres,order history,35.270,1.171,true
postgres,product page,35.280,2.022,true
postgres,order history,35.290,0.238,true
postgres,product page,35.300,0.921,true
postgres,product page,35.310,2.357,true
postgres,product page,35.320,2.680,true
postgres,product page,35.330,1.616,true
postgres,product page,35.340,3.360,true
postgres,product page,35.350,1.519,true
postgres,product page,35.360,3.512,true
postgres,product page,35.370,2.328,true
postgres,checkout,35.380,14.889,true
postgres,product page,35.390,1.651,true
postgres,product page,35.400,0.752,true
postgres,product page,35.410,1.440,true
postgres,product page,35.420,2.749,true
postgres,product page,35.430,5.509,true
postgres,product page,35.440,4.312,true
postgres,product page,35.450,4.119,true
postgres,order history,35.460,0.753,true
postgres,product page,35.470,0.742,true
postgres,order history,35.480,0.445,true
postgres,product page,35.490,1.519,true
postgres,product page,35.500,1.802,true
postgres,order history,35.510,0.626,true
postgres,product page,35.520,2.337,true
postgres,product page,35.530,1.147,true
postgres,product page,35.540,1.169,true
postgres,product page,35.550,1.933,true
postgres,product page,35.560,1.706,true
postgres,checkout,35.570,14.462,true
postgres,product page,35.580,0.540,true
postgres,product page,35.590,1.658,true
postgres,product page,35.600,2.674,true
postgres,product page,35.610,1.214,true
postgres,product page,35.620,2.832,true
postgres,product page,35.630,2.288,true
postgres,order history,35.640,0.764,true
postgres,product page,35.650,1.240,true
postgres,product page,35.660,1.334,true
postgres,order history,35.670,0.298,true
postgres,product page,35.680,1.726,true
postgres,product page,35.690,2.288,true
postgres,product page,35.700,0.545,true
postgres,checkout,35.710,11.063,true
postgres,checkout,35.720,15.539,true
postgres,product page,35.730,1.800,true
postgres,product page,35.740,2.268,true
postgres,product page,35.750,1.371,true
postgres,product page,35.760,2.271,true
postgres,checkout,35.770,12.276,true
postgres,product page,35.780,2.243,true
postgres,product page,35.790,1.429,true
postgres,checkout,35.800,17.366,true
postgres,product page,35.810,1.383,true
postgres,product page,35.820,1.911,true
postgres,product page,35.830,2.142,true
postgres,product page,35.840,1.617,true
postgres,product page,35.850,1.170,true
postgres,product page,35.860,2.400,true
postgres,order history,35.870,0.051,true
postgres,product page,35.880,1.807,true
postgres,product page,35.890,1.871,true
postgres,checkout,35.900,12.941,true
postgres,order history,35.910,0.518,true
postgres,product page,35.920,1.374,true
postgres,product page,35.930,2.212,true
postgres,product page,35.940,1.601,true
postgres,product page,35.950,3.922,true
postgres,product page,35.960,1.282,true
postgres,product page,35.970,5.271,true
postgres,product page,35.980,2.825,true
postgres,product page,35.990,1.635,true
postgres,product page,36.000,0.717,true
postgres,checkout,36.010,14.569,true
postgres,order history,36.020,1.105,true
postgres,product page,36.030,1.862,true
postgres,product page,36.040,0.718,true
postgres,product page,36.050,1.543,true
postgres,product page,36.060,2.293,true
postgres,order history,36.070,0.626,true
postgres,order history,36.080,0.663,true
postgres,order history,36.090,-1.091,true
postgres,checkout,36.100,11.827,true
postgres,order history,36.110,0.392,true
postgres,product page,36.120,1.085,true
postgres,product page,36.130,25.925,true
postgres,product page,36.140,2.694,true
postgres,product page,36.150,1.984,true
postgres,product page,36.160,1.442,true
postgres,product page,36.170,1.429,true
postgres,checkout,36.180,12.373,true
postgres,product page,36.190,2.293,true
postgres,order history,36.200,0.696,true
postgres,order history,36.210,-0.073,true
postgres,product page,36.220,0.658,true
postgres,checkout,36.230,12.800,true
postgres,product page,36.240,1.615,true
postgres,order history,36.250,0.447,true
postgres,order history,36.260,0.480,true
postgres,checkout,36.270,12.558,true
postgres,product page,36.280,0.679,true
postgres,product page,36.290,0.665,true
postgres,product page,36.300,0.792,true
postgres,product page,36.310,1.528,true
postgres,product page,36.320,1.396,true
postgres,product page,36.330,3.936,true
postgres,product page,36.340,0.834,true
postgres,product page,36.350,1.293,true
postgres,order history,36.360,1.182,true
postgres,product page,36.370,0.212,true
postgres,order history,36.380,0.599,true
postgres,product page,36.390,18.412,true
postgres,product page,36.400,0.722,true
postgres,product page,36.410,0.912,true
postgres,checkout,36.420,12.405,true
postgres,product page,36.430,14.622,true
postgres,product page,36.440,1.313,true
postgres,product page,36.450,0.133,true
postgres,product page,36.460,2.335,true
postgres,product page,36.470,0.870,true
postgres,product page,36.480,7.591,true
postgres,order history,36.490,0.206,true
postgres,order history,36.500,0.501,true
postgres,product page,36.510,1.777,true
postgres,order history,36.520,0.154,true
postgres,product page,36.530,1.027,true
postgres,checkout,36.540,11.268,true
postgres,product page,36.550,0.879,true
postgres,order history,36.560,0.448,true
postgres,product page,36.570,1.352,true
postgres,product page,36.580,1.316,true
postgres,product page,36.590,4.763,true
postgres,checkout,36.600,11.427,true
postgres,product page,36.610,1.751,true
postgres,product page,36.620,2.211,true
postgres,product page,36.630,1.950,true
postgres,product page,36.640,0.169,true
postgres,order history,36.650,-0.038,true
postgres,order history,36.660,0.678,true
postgres,order history,36.670,0.209,true
postgres,product page,36.680,2.039,true
postgres,product page,36.690,1.697,true
postgres,product page,36.700,1.410,true
postgres,product page,36.710,1.303,true
postgres,product page,36.720,0.608,true
postgres,product page,36.730,0.868,true
postgres,order history,36.740,0.571,true
postgres,product page,36.750,0.617,true
postgres,product page,36.760,1.299,true
postgres,product page,36.770,1.438,true
postgres,product page,36.780,1.660,true
postgres,product page,36.790,-0.131,true
postgres,product page,36.800,0.918,true
postgres,order history,36.810,0.524,true
postgres,product page,36.820,0.846,true
postgres,order history,36.830,0.259,true
postgres,order history,36.840,0.329,true
postgres,product page,36.850,1.851,true
postgres,checkout,36.860,11.859,true
postgres,product page,36.870,0.318,true
postgres,product page,36.880,0.920,true
postgres,product page,36.890,1.883,true
postgres,product page,36.900,1.514,true
postgres,order history,36.910,0.656,true
postgres,order history,36.920,0.817,true
postgres,product page,36.930,1.282,true
postgres,checkout,36.940,11.980,true
postgres,product page,36.950,0.215,true
postgres,product page,36.960,0.394,true
postgres,order history,36.970,-0.028,true
postgres,order history,36.980,0.075,true
postgres,product page,36.990,1.476,true
postgres,product page,37.000,1.354,true
postgres,product page,37.010,1.382,true
postgres,product page,37.020,0.939,true
postgres,product page,37.030,1.321,true
postgres,order history,37.040,-0.197,true
postgres,product page,37.050,1.476,true
postgres,product page,37.060,1.266,true
postgres,checkout,37.070,12.078,true
postgres,product page,37.080,1.695,true
postgres,checkout,37.090,11.798,true
postgres,order history,37.100,0.448,true
postgres,product page,37.110,1.793,true
postgres,product page,37.120,1.238,true
postgres,order history,37.130,-0.141,true
postgres,product page,37.140,0.850,true
postgres,product page,37.150,1.535,true
postgres,order history,37.160,1.156,true
postgres,order history,37.170,0.381,true
postgres,checkout,37.180,12.508,true
postgres,product page,37.190,2.140,true
postgres,order history,37.200,-0.833,true
postgres,product page,37.210,0.662,true
postgres,product page,37.220,1.886,true
postgres,order history,37.230,0.092,true
postgres,order history,37.240,0.245,true
postgres,order history,37.250,0.584,true
postgres,product page,37.260,1.573,true
postgres,product page,37.270,1.217,true
postgres,product page,37.280,-0.383,true
postgres,product page,37.290,0.711,true
postgres,product page,37.300,0.649,true
postgres,order history,37.310,0.621,true
postgres,product page,37.320,1.547,true
postgres,product page,37.330,1.397,true
postgres,product page,37.340,1.694,true
postgres,order history,37.350,0.934,true
postgres,product page,37.360,1.655,true
postgres,product page,37.370,0.675,true
postgres,order history,37.380,-0.008,true
postgres,product page,37.390,0.991,true
postgres,product page,37.400,1.698,true
postgres,product page,37.410,1.817,true
postgres,order history,37.420,0.813,true
postgres,product page,37.430,1.742,true
postgres,product page,37.440,-0.282,true
postgres,product page,37.450,1.092,true
postgres,order history,37.460,0.050,true
postgres,checkout,37.470,12.738,true
postgres,product page,37.480,1.276,true
postgres,product page,37.490,1.466,true
postgres,product page,37.500,1.428,true
postgres,product page,37.510,1.446,true
postgres,product page,37.520,0.673,true
postgres,order history,37.530,-0.101,true
postgres,product page,37.540,0.953,true
postgres,product page,37.550,0.794,true
postgres,order history,37.560,0.382,true
postgres,product page,37.570,1.735,true
postgres,order history,37.580,1.133,true
postgres,product page,37.590,0.564,true
postgres,order history,37.600,-0.049,true
postgres,product page,37.610,0.816,true
postgres,product page,37.620,0.963,true
postgres,product page,37.630,1.048,true
postgres,product page,37.640,0.944,true
postgres,checkout,37.650,13.796,true
postgres,product page,37.660,1.621,true
postgres,product page,37.670,0.297,true
postgres,order history,37.680,-0.178,true
postgres,product page,37.690,1.247,true
postgres,product page,37.700,1.302,true
postgres,product page,37.710,0.811,true
postgres,product page,37.720,9.334,true
postgres,product page,37.730,0.990,true
postgres,order history,37.740,0.769,true
postgres,product page,37.750,0.444,true
postgres,product page,37.760,0.450,true
postgres,checkout,37.770,11.191,true
postgres,product page,37.780,1.107,true
postgres,product page,37.790,1.228,true
postgres,product page,37.800,1.290,true
postgres,product page,37.810,1.467,true
postgres,order history,37.820,0.928,true
postgres,product page,37.830,1.043,true
postgres,order history,37.840,0.646,true
postgres,product page,37.850,0.714,true
postgres,product page,37.860,1.480,true
postgres,product page,37.870,1.923,true
postgres,checkout,37.880,11.794,true
postgres,order history,37.890,0.513,true
postgres,product page,37.900,1.584,true
postgres,order history,37.910,-0.316,true
postgres,product page,37.920,1.493,true
postgres,checkout,37.930,18.158,true
postgres,product page,37.940,1.731,true
postgres,product page,37.950,1.107,true
postgres,product page,37.960,0.823,true
postgres,product page,37.970,2.384,true
postgres,order history,37.980,0.932,true
postgres,product page,37.990,1.396,true
postgres,product page,38.000,0.287,true
postgres,product page,38.010,0.524,true
postgres,product page,38.020,0.834,true
postgres,product page,38.030,1.505,true
postgres,order history,38.040,0.100,true
postgres,product page,38.050,9.844,true
postgres,order history,38.060,0.355,true
postgres,product page,38.070,1.148,true
postgres,order history,38.080,0.627,true
postgres,checkout,38.090,10.187,true
postgres,order history,38.100,-0.220,true
postgres,product page,38.110,0.515,true
postgres,product page,38.120,0.980,true
postgres,product page,38.130,1.191,true
postgres,order history,38.140,0.779,true
postgres,order history,38.150,0.442,true
postgres,product page,38.160,1.575,true
postgres,product page,38.170,0.579,true
postgres,order history,38.180,-0.210,true
postgres,product page,38.190,0.356,true
postgres,order history,38.200,0.146,true
postgres,product page,38.210,1.073,true
postgres,product page,38.220,1.495,true
postgres,product page,38.230,2.720,true
postgres,product page,38.240,1.871,true
postgres,product page,38.250,2.009,true
postgres,checkout,38.260,10.493,true
postgres,order history,38.270,0.420,true
postgres,product page,38.280,0.889,true
postgres,order history,38.290,0.178,true
postgres,product page,38.300,0.983,true
postgres,order history,38.310,1.042,true
postgres,order history,38.320,0.646,true
postgres,product page,38.330,0.532,true
postgres,product page,38.340,1.307,true
postgres,order history,38.350,-0.036,true
postgres,product page,38.360,0.894,true
postgres,product page,38.370,1.222,true
postgres,order history,38.380,0.555,true
postgres,product page,38.390,1.368,true
postgres,checkout,38.400,11.757,true
postgres,checkout,38.410,11.363,true
postgres,checkout,38.420,13.053,true
postgres,checkout,38.430,13.372,true
postgres,product page,38.440,2.047,true
postgres,checkout,38.450,12.650,true
postgres,product page,38.460,2.407,true
postgres,product page,38.470,0.962,true
postgres,product page,38.480,1.329,true
postgres,product page,38.490,0.929,true
postgres,order history,38.500,0.792,true
postgres,product page,38.510,3.683,true
postgres,order history,38.520,0.864,true
postgres,order history,38.530,0.338,true
postgres,product page,38.540,1.928,true
postgres,order history,38.550,0.140,true
postgres,product page,38.560,1.987,true
postgres,product page,38.570,1.722,true
postgres,order history,38.580,0.740,true
postgres,product page,38.590,0.854,true
postgres,product page,38.600,0.496,true
postgres,product page,38.610,0.748,true
postgres,product page,38.620,1.028,true
postgres,product page,38.630,0.827,true
postgres,order history,38.640,0.950,true
postgres,product page,38.650,1.590,true
postgres,product page,38.660,0.781,true
postgres,product page,38.670,0.863,true
postgres,product page,38.680,1.227,true
postgres,order history,38.690,0.197,true
postgres,order history,38.700,0.367,true
postgres,order history,38.710,1.006,true
postgres,product page,38.720,0.695,true
postgres,product page,38.730,0.956,true
postgres,product page,38.740,0.607,true
postgres,product page,38.750,2.826,true
postgres,product page,38.760,2.894,true
postgres,product page,38.770,1.492,true
postgres,checkout,38.780,12.233,true
postgres,order history,38.790,-0.182,true
postgres,order history,38.800,0.396,true
postgres,product page,38.810,1.530,true
postgres,order history,38.820,1.398,true
postgres,order history,38.830,0.828,true
postgres,order history,38.840,1.148,true
postgres,product page,38.850,1.133,true
postgres,product page,38.860,0.685,true
postgres,product page,38.870,1.139,true
postgres,product page,38.880,1.119,true
postgres,order history,38.890,0.464,true
postgres,product page,38.900,2.864,true
postgres,product page,38.910,0.818,true
postgres,product page,38.920,1.187,true
postgres,product page,38.930,0.918,true
postgres,product page,38.940,1.379,true
postgres,checkout,38.950,14.283,true
postgres,checkout,38.960,13.696,true
postgres,order history,38.970,0.277,true
postgres,order history,38.980,0.411,true
postgres,product page,38.990,1.321,true
postgres,product page,39.000,1.989,true
postgres,checkout,39.010,12.234,true
postgres,order history,39.020,0.347,true
postgres,product page,39.030,1.428,true
postgres,product page,39.040,1.398,true
postgres,product page,39.050,2.387,true
postgres,product page,39.060,2.662,true
postgres,product page,39.070,2.150,true
postgres,product page,39.080,1.421,true
postgres,product page,39.090,0.454,true
postgres,product page,39.100,1.259,true
postgres,product page,39.110,1.212,true
postgres,product page,39.120,1.048,true
postgres,product page,39.130,1.539,true
postgres,product page,39.140,1.418,true
postgres,product page,39.150,2.254,true
postgres,product page,39.160,2.359,true
postgres,product page,39.170,1.386,true
postgres,product page,39.180,1.855,true
postgres,product page,39.190,1.363,true
postgres,order history,39.200,0.769,true
postgres,product page,39.210,1.807,true
postgres,product page,39.220,0.668,true
postgres,product page,39.230,1.340,true
postgres,product page,39.240,0.881,true
postgres,product page,39.250,1.538,true
postgres,product page,39.260,1.148,true
postgres,product page,39.270,1.336,true
postgres,product page,39.280,1.712,true
postgres,product page,39.290,1.027,true
postgres,product page,39.300,1.339,true
postgres,product page,39.310,4.333,true
postgres,product page,39.320,0.808,true
postgres,order history,39.330,0.024,true
postgres,product page,39.340,0.887,true
postgres,checkout,39.350,14.286,true
postgres,product page,39.360,0.978,true
postgres,product page,39.370,1.336,true
postgres,product page,39.380,1.434,true
postgres,product page,39.390,0.655,true
postgres,product page,39.400,0.762,true
postgres,product page,39.410,1.349,true
postgres,product page,39.420,0.912,true
postgres,product page,39.430,1.263,true
postgres,checkout,39.440,12.954,true
postgres,product page,39.450,2.731,true
postgres,product page,39.460,1.279,true
postgres,product page,39.470,0.803,true
postgres,order history,39.480,0.160,true
postgres,product page,39.490,1.399,true
postgres,product page,39.500,1.542,true
postgres,product page,39.510,3.892,true
postgres,product page,39.520,1.414,true
postgres,product page,39.530,2.581,true
postgres,product page,39.540,0.713,true
postgres,product page,39.550,3.580,true
postgres,checkout,39.560,11.976,true
postgres,checkout,39.570,18.998,true
postgres,checkout,39.580,20.003,true
postgres,product page,39.590,3.823,true
postgres,checkout,39.600,11.927,true
postgres,order history,39.610,1.740,true
postgres,product page,39.620,-0.378,true
postgres,product page,39.630,0.602,true
postgres,checkout,39.640,11.845,true
postgres,product page,39.650,2.162,true
postgres,checkout,39.660,11.906,true
postgres,product page,39.670,2.123,true
postgres,order history,39.680,-0.145,true
postgres,order history,39.690,0.007,true
postgres,product page,39.700,1.139,true
postgres,product page,39.710,1.282,true
postgres,order history,39.720,1.383,true
postgres,product page,39.730,1.896,true
postgres,product page,39.740,-0.243,true
postgres,order history,39.750,0.433,true
postgres,product page,39.760,1.962,true
postgres,product page,39.770,1.249,true
postgres,product page,39.780,1.494,true
postgres,checkout,39.790,11.473,true
postgres,product page,39.800,1.895,true
postgres,product page,39.810,0.971,true
postgres,product page,39.820,0.973,true
postgres,product page,39.830,1.753,true
postgres,product page,39.840,1.518,true
postgres,order history,39.850,0.730,true
postgres,product page,39.860,0.782,true
postgres,checkout,39.870,12.012,true
postgres,product page,39.880,2.071,true
postgres,product page,39.890,0.918,true
postgres,product page,39.900,0.967,true
postgres,product page,39.910,1.050,true
postgres,checkout,39.920,11.261,true
postgres,checkout,39.930,10.623,true
postgres,product page,39.940,1.152,true
postgres,product page,39.950,0.274,true
postgres,checkout,39.960,14.338,true
postgres,product page,39.970,0.959,true
postgres,product page,39.980,1.085,true
postgres,product page,39.990,1.263,true
postgres,product page,40.000,1.437,true
postgres,product page,40.010,2.141,true
postgres,product page,40.020,0.988,true
postgres,product page,40.030,1.267,true
postgres,product page,40.040,1.734,true
postgres,checkout,40.050,12.759,true
postgres,order history,40.060,0.555,true
postgres,product page,40.070,1.886,true
postgres,order history,40.080,-0.212,true
postgres,order history,40.090,0.001,true
postgres,order history,40.100,0.143,true
postgres,checkout,40.110,18.182,true
postgres,product page,40.120,4.049,true
postgres,product page,40.130,1.461,true
postgres,checkout,40.140,11.525,true
postgres,checkout,40.150,10.694,true
postgres,product page,40.160,3.271,true
postgres,product page,40.170,1.273,true
postgres,product page,40.180,1.704,true
postgres,order history,40.190,0.950,true
postgres,product page,40.200,1.660,true
postgres,product page,40.210,2.067,true
postgres,checkout,40.220,13.007,true
postgres,checkout,40.230,12.660,true
postgres,product page,40.240,1.231,true
postgres,product page,40.250,1.517,true
postgres,product page,40.260,1.380,true
postgres,order history,40.270,0.651,true
postgres,product page,40.280,1.711,true
postgres,product page,40.290,1.655,true
postgres,product page,40.300,1.681,true
postgres,product page,40.310,1.921,true
postgres,order history,40.320,-0.023,true
postgres,product page,40.330,0.900,true
postgres,product page,40.340,1.292,true
postgres,product page,40.350,1.145,true
postgres,product page,40.360,1.321,true
postgres,order history,40.370,0.638,true
postgres,order history,40.380,-1.012,true
postgres,product page,40.390,1.076,true
postgres,product page,40.400,0.746,true
postgres,product page,40.410,2.178,true
postgres,order history,40.420,0.544,true
postgres,product page,40.430,1.862,true
postgres,product page,40.440,0.653,true
postgres,order history,40.450,0.017,true
postgres,product page,40.460,0.892,true
postgres,product page,40.470,1.201,true
postgres,product page,40.480,1.157,true
postgres,product page,40.490,1.783,true
postgres,product page,40.500,2.307,true
postgres,product page,40.510,1.484,true
postgres,product page,40.520,1.665,true
postgres,product page,40.530,3.221,true
postgres,order history,40.540,-0.153,true
postgres,order history,40.550,0.391,true
postgres,product page,40.560,0.878,true
postgres,order history,40.570,0.548,true
postgres,product page,40.580,1.446,true
postgres,order history,40.590,0.514,true
postgres,order history,40.600,0.722,true
postgres,checkout,40.610,20.391,true
postgres,product page,40.620,1.070,true
postgres,product page,40.630,0.999,true
postgres,product page,40.640,1.562,true
postgres,order history,40.650,0.298,true
postgres,product page,40.660,1.068,true
postgres,product page,40.670,1.314,true
postgres,product page,40.680,1.671,true
postgres,product page,40.690,0.407,true
postgres,product page,40.700,0.847,true
postgres,product page,40.710,1.315,true
postgres,product page,40.720,2.012,true
postgres,product page,40.730,1.946,true
postgres,order history,40.740,0.902,true
postgres,checkout,40.750,36.771,true
postgres,product page,40.760,1.481,true
postgres,checkout,40.770,16.771,true
postgres,product page,40.780,1.194,true
postgres,product page,40.790,11.662,true
postgres,product page,40.800,21.167,true
postgres,product page,40.810,2.153,true
postgres,product page,40.820,1.729,true
postgres,product page,40.830,2.863,true
postgres,checkout,40.840,10.585,true
postgres,product page,40.850,0.593,true
postgres,product page,40.860,1.188,true
postgres,product page,40.870,1.438,true
postgres,checkout,40.880,11.937,true
postgres,checkout,40.890,12.307,true
postgres,product page,40.900,2.720,true
postgres,product page,40.910,0.637,true
postgres,order history,40.920,-0.075,true
postgres,product page,40.930,3.209,true
postgres,product page,40.940,1.305,true
postgres,product page,40.950,1.513,true
postgres,order history,40.960,0.848,true
postgres,product page,40.970,1.127,true
postgres,product page,40.980,0.866,true
postgres,product page,40.990,1.415,true
postgres,product page,41.000,1.584,true
postgres,product page,41.010,3.785,true
postgres,order history,41.020,2.290,true
postgres,checkout,41.030,16.635,true
postgres,checkout,41.040,15.492,true
postgres,product page,41.050,1.618,true
postgres,product page,41.060,1.562,true
postgres,product page,41.070,1.818,true
postgres,product page,41.080,1.838,true
postgres,checkout,41.090,13.257,true
postgres,product page,41.100,4.682,true
postgres,order history,41.110,0.639,true
postgres,checkout,41.120,10.717,true
postgres,product page,41.130,1.634,true
postgres,checkout,41.140,12.072,true
postgres,order history,41.150,0.732,true
postgres,product page,41.160,0.992,true
postgres,product page,41.170,1.579,true
postgres,product page,41.180,1.416,true
postgres,product page,41.190,1.124,true
postgres,order history,41.200,0.460,true
postgres,product page,41.210,2.360,true
postgres,product page,41.220,2.132,true
postgres,product page,41.230,1.647,true
postgres,checkout,41.240,12.548,true
postgres,product page,41.250,1.325,true
postgres,product page,41.260,1.601,true
postgres,product page,41.270,1.491,true
postgres,product page,41.280,2.124,true
postgres,product page,41.290,1.629,true
postgres,order history,41.300,0.288,true
postgres,order history,41.310,0.517,true
postgres,product page,41.320,2.085,true
postgres,product page,41.330,1.620,true
postgres,product page,41.340,2.231,true
