scenario,operation,second,latency_ms,ok
none,product page,49.760,0.285,true
none,product page,49.770,0.604,true
none,order history,49.780,0.083,true
none,order history,49.790,0.172,true
none,product page,49.800,0.898,true
none,product page,49.810,0.915,true
none,product page,49.820,1.046,true
none,order history,49.830,-0.383,true
none,order history,49.840,0.746,true
none,product page,49.850,0.344,true
none,checkout,49.860,18.343,true
none,product page,49.870,0.702,true
none,product page,49.880,0.561,true
none,product page,49.890,0.934,true
none,order history,49.900,0.436,true
none,checkout,49.910,9.900,true
none,product page,49.920,1.270,true
none,product page,49.930,0.372,true
none,product page,49.940,0.445,true
none,product page,49.950,0.455,true
none,product page,49.960,0.516,true
none,product page,49.970,0.594,true
none,product page,49.980,0.836,true
none,order history,49.990,0.248,true
none,product page,50.000,1.203,true
none,product page,50.010,0.694,true
none,order history,50.020,0.215,true
none,product page,50.030,0.744,true
none,product page,50.040,1.026,true
none,product page,50.050,1.154,true
none,checkout,50.060,18.418,true
none,product page,50.070,0.361,true
none,product page,50.080,0.105,true
none,checkout,50.090,8.496,true
none,product page,50.100,0.238,true
none,product page,50.110,0.764,true
none,order history,50.120,0.313,true
none,product page,50.130,1.898,true
none,product page,50.140,0.143,true
none,product page,50.150,0.646,true
none,checkout,50.160,8.899,true
none,product page,50.170,0.197,true
none,order history,50.180,0.075,true
none,order history,50.190,0.197,true
none,product page,50.200,0.809,true
none,product page,50.210,0.907,true
none,product page,50.220,0.951,true
none,product page,50.230,1.003,true
none,product page,50.240,1.143,true
none,product page,50.250,0.386,true
none,product page,50.260,0.437,true
none,product page,50.270,0.591,true
none,product page,50.280,0.318,true
none,order history,50.290,0.179,true
none,order history,50.300,0.266,true
none,product page,50.310,0.983,true
none,product page,50.320,2.098,true
none,order history,50.330,-0.441,true
none,order history,50.340,0.820,true
none,product page,50.350,0.796,true
none,order history,50.360,-0.063,true
none,order history,50.370,0.202,true
none,product page,50.380,0.813,true
none,product page,50.390,0.839,true
none,checkout,50.400,9.098,true
none,product page,50.410,2.048,true
none,product page,50.420,0.212,true
none,order history,50.430,-0.279,true
none,product page,50.440,-1.035,true
none,product page,50.450,0.484,true
none,product page,50.460,0.507,true
none,order history,50.470,0.264,true
none,product page,50.480,0.803,true
none,product page,50.490,0.951,true
none,product page,50.500,2.043,true
none,product page,50.510,0.180,true
none,product page,50.520,1.361,true
none,product page,50.530,0.492,true
none,product page,50.540,0.519,true
none,product page,50.550,0.558,true
none,product page,50.560,0.695,true
none,product page,50.570,0.672,true
none,product page,50.580,0.880,true
none,checkout,50.590,18.798,true
none,product page,50.600,1.353,true
none,product page,50.610,1.107,true
none,checkout,50.620,8.324,true
none,product page,50.630,0.131,true
none,product page,50.640,0.365,true
none,order history,50.650,-0.046,true
none,checkout,50.660,8.498,true
none,product page,50.670,0.648,true
none,product page,50.680,0.659,true
none,product page,50.690,0.971,true
none,order history,50.700,0.593,true
none,order history,50.710,-0.411,true
none,product page,50.720,0.354,true
none,order history,50.730,-0.037,true
none,checkout,50.740,8.574,true
none,product page,50.750,0.234,true
none,checkout,50.760,9.005,true
none,product page,50.770,0.415,true
none,product page,50.780,0.992,true
none,product page,50.790,1.042,true
none,product page,50.800,0.069,true
none,checkout,50.810,8.932,true
none,product page,50.820,0.989,true
none,order history,50.830,-0.103,true
none,product page,50.840,0.199,true
none,product page,50.850,0.864,true
none,product page,50.860,0.518,true
none,product page,50.870,0.870,true
none,product page,50.880,0.957,true
none,product page,50.890,2.127,true
none,product page,50.900,0.254,true
none,product page,50.910,1.291,true
none,product page,50.920,0.311,true
none,product page,50.930,0.400,true
none,order history,50.940,0.157,true
none,order history,50.950,0.150,true
none,product page,50.960,0.458,true
none,product page,50.970,0.559,true
none,product page,50.980,1.299,true
none,product page,50.990,1.145,true
none,product page,51.000,1.309,true
none,order history,51.010,-0.154,true
none,product page,51.020,0.460,true
none,product page,51.030,0.508,true
none,order history,51.040,0.042,true
none,product page,51.050,0.265,true
none,product page,51.060,0.699,true
none,order history,51.070,0.347,true
none,checkout,51.080,24.133,true
none,order history,51.090,0.733,true
none,product page,51.100,0.276,true
none,product page,51.110,0.477,true
none,checkout,51.120,8.704,true
none,product page,51.130,0.211,true
none,product page,51.140,0.730,true
none,product page,51.150,0.746,true
none,product page,51.160,0.841,true
none,product page,51.170,2.166,true
none,product page,51.180,0.083,true
none,product page,51.190,0.278,true
none,order history,51.200,-0.149,true
none,product page,51.210,0.579,true
none,product page,51.220,0.445,true
none,product page,51.230,0.274,true
none,product page,51.240,0.868,true
none,product page,51.250,0.941,true
none,product page,51.260,1.080,true
none,order history,51.270,0.605,true
none,order history,51.280,0.459,true
none,product page,51.290,0.159,true
none,order history,51.300,-0.132,true
none,order history,51.310,-0.119,true
none,order history,51.320,0.013,true
none,product page,51.330,0.382,true
none,product page,51.340,0.865,true
none,product page,51.350,0.900,true
none,product page,51.360,1.121,true
none,product page,51.370,1.229,true
none,product page,51.380,1.238,true
none,order history,51.390,-0.218,true
none,product page,51.400,0.319,true
none,order history,51.410,0.048,true
none,product page,51.420,0.443,true
none,checkout,51.430,18.483,true
none,product page,51.440,0.915,true
none,order history,51.450,0.186,true
none,checkout,51.460,9.392,true
none,checkout,51.470,10.301,true
none,checkout,51.480,8.132,true
none,product page,51.490,0.423,true
none,product page,51.500,0.449,true
none,product page,51.510,0.180,true
none,order history,51.520,0.059,true
none,product page,51.530,0.793,true
none,order history,51.540,0.286,true
none,product page,51.550,1.113,true
none,product page,51.560,1.147,true
none,checkout,51.570,8.261,true
none,order history,51.580,-0.313,true
none,product page,51.590,0.491,true
none,product page,51.600,0.577,true
none,product page,51.610,0.656,true
none,product page,51.620,0.752,true
none,product page,51.630,0.732,true
none,product page,51.640,0.457,true
none,order history,51.650,0.436,true
none,product page,51.660,0.923,true
none,product page,51.670,-0.072,true
none,product page,51.680,0.047,true
none,order history,51.690,-0.218,true
none,product page,51.700,0.748,true
none,product page,51.710,0.591,true
none,product page,51.720,0.758,true
none,product page,51.730,0.866,true
none,product page,51.740,0.808,true
none,product page,51.750,0.877,true
none,product page,51.760,0.935,true
none,product page,51.770,1.006,true
none,product page,51.780,0.276,true
none,product page,51.790,1.451,true
none,order history,51.800,0.072,true
none,product page,51.810,0.746,true
none,product page,51.820,0.884,true
none,product page,51.830,0.962,true
none,order history,51.840,0.442,true
none,product page,51.850,1.070,true
none,product page,51.860,1.131,true
none,order history,51.870,-0.286,true
none,order history,51.880,-0.061,true
none,product page,51.890,0.664,true
none,product page,51.900,0.735,true
none,product page,51.910,0.831,true
none,product page,51.920,0.905,true
none,product page,51.930,0.992,true
none,product page,51.940,0.109,true
none,product page,51.950,0.257,true
none,order history,51.960,-0.168,true
none,product page,51.970,0.419,true
none,product page,51.980,0.542,true
none,order history,51.990,0.131,true
none,order history,52.000,0.304,true
none,product page,52.010,0.930,true
none,order history,52.020,0.591,true
none,product page,52.030,0.349,true
none,product page,52.040,0.294,true
none,order history,52.050,-0.323,true
none,product page,52.060,0.462,true
none,product page,52.070,0.543,true
none,order history,52.080,0.133,true
none,product page,52.090,0.662,true
none,product page,52.100,0.744,true
none,product page,52.110,0.990,true
none,product page,52.120,0.270,true
none,product page,52.130,0.331,true
none,checkout,52.140,15.841,true
none,product page,52.150,0.178,true
none,product page,52.160,0.676,true
none,checkout,52.170,9.181,true
none,product page,52.180,0.833,true
none,product page,52.190,0.875,true
none,product page,52.200,0.199,true
none,product page,52.210,0.231,true
none,product page,52.220,0.335,true
none,product page,52.230,0.433,true
none,product page,52.240,0.380,true
none,product page,52.250,0.232,true
none,product page,52.260,0.702,true
none,product page,52.270,0.805,true
none,order history,52.280,0.381,true
none,order history,52.290,0.443,true
none,product page,52.300,0.994,true
none,product page,52.310,0.698,true
none,product page,52.320,0.168,true
none,order history,52.330,-0.133,true
none,order history,52.340,-1.092,true
none,product page,52.350,0.150,true
none,product page,52.360,0.822,true
none,order history,52.370,0.242,true
none,order history,52.380,0.308,true
none,checkout,52.390,8.888,true
none,product page,52.400,2.177,true
none,product page,52.410,0.316,true
none,product page,52.420,0.254,true
none,product page,52.430,0.273,true
none,product page,52.440,0.371,true
none,product page,52.450,0.763,true
none,checkout,52.460,9.769,true
none,product page,52.470,0.932,true
none,checkout,52.480,9.507,true
none,product page,52.490,0.737,true
none,order history,52.500,-0.461,true
none,product page,52.510,0.300,true
none,order history,52.520,-0.311,true
none,product page,52.530,1.436,true
none,product page,52.540,0.508,true
none,checkout,52.550,8.589,true
none,checkout,52.560,8.280,true
none,order history,52.570,0.070,true
none,product page,52.580,1.083,true
none,order history,52.590,0.453,true
none,checkout,52.600,10.549,true
none,product page,52.610,0.192,true
none,product page,52.620,0.471,true
none,order history,52.630,-0.110,true
none,product page,52.640,0.215,true
none,order history,52.650,0.100,true
none,product page,52.660,0.715,true
none,product page,52.670,0.792,true
none,order history,52.680,0.212,true
none,checkout,52.690,9.095,true
none,product page,52.700,-0.048,true
none,product page,52.710,-0.052,true
none,checkout,52.720,7.497,true
none,checkout,52.730,8.307,true
none,order history,52.740,-0.276,true
none,product page,52.750,0.748,true
none,product page,52.760,0.311,true
none,product page,52.770,0.798,true
none,product page,52.780,0.921,true
none,checkout,52.790,9.418,true
none,product page,52.800,1.058,true
none,order history,52.810,0.550,true
none,product page,52.820,0.071,true
none,order history,52.830,-0.253,true
none,checkout,52.840,8.381,true
none,checkout,52.850,8.807,true
none,product page,52.860,0.348,true
none,product page,52.870,0.796,true
none,product page,52.880,0.941,true
none,order history,52.890,0.230,true
none,product page,52.900,1.062,true
none,product page,52.910,1.156,true
none,order history,52.920,-0.366,true
none,product page,52.930,1.225,true
none,product page,52.940,0.307,true
none,order history,52.950,-1.271,true
none,product page,52.960,0.627,true
none,product page,52.970,0.827,true
none,order history,52.980,0.336,true
none,product page,52.990,1.046,true
none,product page,53.000,1.287,true
none,product page,53.010,0.283,true
none,order history,53.020,-0.260,true
none,order history,53.030,0.953,true
none,order history,53.040,-0.044,true
none,product page,53.050,0.517,true
none,product page,53.060,0.614,true
none,checkout,53.070,9.886,true
none,order history,53.080,0.249,true
none,product page,53.090,1.280,true
none,order history,53.100,0.597,true
none,order history,53.110,0.650,true
none,product page,53.120,-0.028,true
none,product page,53.130,0.591,true
none,product page,53.140,0.260,true
none,product page,53.150,0.658,true
none,order history,53.160,0.195,true
none,product page,53.170,0.754,true
none,product page,53.180,0.381,true
none,order history,53.190,0.451,true
none,product page,53.200,1.205,true
none,checkout,53.210,8.390,true
none,product page,53.220,1.246,true
none,order history,53.230,-0.105,true
none,checkout,53.240,8.630,true
none,product page,53.250,0.245,true
none,product page,53.260,0.788,true
none,product page,53.270,0.894,true
none,product page,53.280,0.481,true
none,checkout,53.290,8.886,true
none,product page,53.300,3.347,true
none,product page,53.310,0.362,true
none,product page,53.320,0.441,true
none,checkout,53.330,8.774,true
none,product page,53.340,0.372,true
none,product page,53.350,0.786,true
none,product page,53.360,1.028,true
none,checkout,53.370,9.450,true
none,product page,53.380,1.723,true
none,checkout,53.390,8.184,true
none,product page,53.400,-0.158,true
none,product page,53.410,0.309,true
none,product page,53.420,-0.453,true
none,product page,53.430,0.227,true
none,product page,53.440,0.698,true
none,product page,53.450,0.868,true
none,product page,53.460,1.131,true
none,checkout,53.470,9.906,true
none,checkout,53.480,8.260,true
none,order history,53.490,-0.278,true
none,product page,53.500,0.350,true
none,order history,53.510,-0.048,true
none,product page,53.520,0.484,true
none,checkout,53.530,8.176,true
none,product page,53.540,0.348,true
none,order history,53.550,0.233,true
none,product page,53.560,1.415,true
none,product page,53.570,1.209,true
none,product page,53.580,0.950,true
none,order history,53.590,-0.272,true
none,order history,53.600,-0.287,true
none,product page,53.610,0.029,true
none,product page,53.620,0.767,true
none,checkout,53.630,8.995,true
none,product page,53.640,0.413,true
none,order history,53.650,0.424,true
none,checkout,53.660,10.121,true
none,order history,53.670,0.523,true
none,checkout,53.680,8.198,true
none,checkout,53.690,7.591,true
none,product page,53.700,0.585,true
none,order history,53.710,-0.059,true
none,product page,53.720,0.724,true
none,product page,53.730,0.293,true
none,order history,53.740,0.160,true
none,order history,53.750,0.370,true
none,order history,53.760,0.371,true
none,product page,53.770,1.062,true
none,product page,53.780,0.275,true
none,product page,53.790,1.448,true
none,product page,53.800,0.543,true
none,product page,53.810,0.606,true
none,product page,53.820,0.811,true
none,product page,53.830,0.296,true
none,product page,53.840,0.881,true
none,product page,53.850,0.935,true
none,product page,53.860,0.974,true
none,product page,53.870,0.037,true
none,product page,53.880,0.086,true
none,product page,53.890,0.193,true
none,order history,53.900,-0.267,true
none,product page,53.910,0.767,true
none,order history,53.920,0.063,true
none,product page,53.930,0.536,true
none,product page,53.940,0.711,true
none,product page,53.950,0.976,true
none,product page,53.960,0.536,true
none,product page,53.970,0.671,true
none,product page,53.980,0.238,true
none,product page,53.990,-0.006,true
none,order history,54.000,-0.118,true
none,order history,54.010,0.011,true
none,checkout,54.020,9.221,true
none,product page,54.030,0.585,true
none,product page,54.040,0.922,true
none,product page,54.050,1.056,true
none,product page,54.060,0.596,true
none,checkout,54.070,8.161,true
none,product page,54.080,1.369,true
none,product page,54.090,0.413,true
none,order history,54.100,-0.026,true
none,product page,54.110,0.548,true
none,product page,54.120,1.045,true
none,product page,54.130,0.666,true
none,product page,54.140,0.700,true
none,product page,54.150,1.078,true
none,product page,54.160,1.067,true
none,product page,54.170,1.075,true
none,product page,54.180,0.555,true
none,product page,54.190,0.586,true
none,product page,54.200,0.612,true
none,order history,54.210,0.081,true
none,checkout,54.220,8.020,true
none,order history,54.230,0.294,true
none,product page,54.240,0.851,true
none,product page,54.250,0.895,true
none,product page,54.260,0.964,true
none,checkout,54.270,8.510,true
none,product page,54.280,1.177,true
none,product page,54.290,0.449,true
none,product page,54.300,0.759,true
none,product page,54.310,0.577,true
none,product page,54.320,0.655,true
none,product page,54.330,1.112,true
none,checkout,54.340,8.706,true
none,product page,54.350,0.485,true
none,checkout,54.360,8.993,true
none,product page,54.370,0.098,true
none,checkout,54.380,8.775,true
none,product page,54.390,0.178,true
none,product page,54.400,0.210,true
none,checkout,54.410,8.881,true
none,product page,54.420,0.347,true
none,product page,54.430,0.684,true
none,product page,54.440,0.894,true
none,checkout,54.450,9.321,true
none,order history,54.460,0.347,true
none,product page,54.470,1.118,true
none,product page,54.480,0.187,true
none,product page,54.490,1.226,true
none,product page,54.500,0.260,true
none,product page,54.510,0.321,true
none,product page,54.520,0.401,true
none,product page,54.530,0.665,true
none,product page,54.540,0.801,true
none,product page,54.550,0.818,true
none,checkout,54.560,9.954,true
none,product page,54.570,1.054,true
none,product page,54.580,1.339,true
none,checkout,54.590,8.406,true
none,product page,54.600,-0.022,true
none,checkout,54.610,8.912,true
none,order history,54.620,0.143,true
none,checkout,54.630,8.657,true
none,order history,54.640,-0.059,true
none,product page,54.650,1.127,true
none,product page,54.660,1.213,true
none,product page,54.670,0.899,true
none,order history,54.680,-0.269,true
none,product page,54.690,0.355,true
none,product page,54.700,0.111,true
none,product page,54.710,-0.409,true
none,product page,54.720,0.652,true
none,order history,54.730,-0.032,true
none,product page,54.740,0.693,true
none,product page,54.750,0.576,true
none,product page,54.760,0.742,true
none,order history,54.770,0.370,true
none,product page,54.780,-0.015,true
none,product page,54.790,-0.087,true
none,checkout,54.800,17.302,true
none,product page,54.810,0.510,true
none,order history,54.820,-0.147,true
none,order history,54.830,0.041,true
none,product page,54.840,0.798,true
none,product page,54.850,0.904,true
none,product page,54.860,0.913,true
none,product page,54.870,0.983,true
none,product page,54.880,1.001,true
none,order history,54.890,-0.326,true
none,product page,54.900,0.878,true
none,product page,54.910,0.368,true
none,product page,54.920,0.436,true
none,product page,54.930,0.670,true
none,checkout,54.940,9.133,true
none,product page,54.950,0.495,true
none,product page,54.960,0.476,true
none,order history,54.970,0.437,true
none,product page,54.980,1.181,true
none,product page,54.990,0.254,true
none,product page,55.000,1.351,true
none,product page,55.010,1.011,true
none,checkout,55.020,11.374,true
none,product page,55.030,1.102,true
none,product page,55.040,1.194,true
none,product page,55.050,0.208,true
none,product page,55.060,0.307,true
none,product page,55.070,0.364,true
none,product page,55.080,0.392,true
none,product page,55.090,0.098,true
none,product page,55.100,0.726,true
none,order history,55.110,0.272,true
none,product page,55.120,1.134,true
none,product page,55.130,1.328,true
none,checkout,55.140,18.096,true
none,product page,55.150,0.278,true
none,product page,55.160,1.509,true
none,product page,55.170,0.486,true
none,product page,55.180,0.613,true
none,order history,55.190,0.115,true
none,product page,55.200,0.654,true
none,product page,55.210,0.814,true
none,product page,55.220,4.998,true
none,product page,55.230,0.853,true
none,product page,55.240,0.038,true
none,product page,55.250,1.168,true
none,order history,55.260,-0.375,true
none,order history,55.270,-0.006,true
none,product page,55.280,0.697,true
none,checkout,55.290,9.265,true
none,order history,55.300,0.204,true
none,product page,55.310,0.821,true
none,product page,55.320,0.881,true
none,checkout,55.330,9.072,true
none,product page,55.340,-0.007,true
none,product page,55.350,0.295,true
none,product page,55.360,0.174,true
none,order history,55.370,-0.009,true
none,product page,55.380,0.664,true
none,product page,55.390,0.654,true
none,product page,55.400,0.904,true
none,product page,55.410,0.832,true
none,product page,55.420,0.940,true
none,product page,55.430,0.995,true
none,product page,55.440,-0.287,true
none,order history,55.450,-0.311,true
none,product page,55.460,0.197,true
none,product page,55.470,0.332,true
none,order history,55.480,-0.077,true
none,product page,55.490,0.658,true
none,product page,55.500,0.464,true
none,product page,55.510,0.803,true
none,order history,55.520,0.348,true
none,product page,55.530,0.989,true
none,order history,55.540,-0.440,true
none,product page,55.550,0.202,true
none,product page,55.560,-0.072,true
none,order history,55.570,0.203,true
none,product page,55.580,0.329,true
none,product page,55.590,0.513,true
none,order history,55.600,0.116,true
none,product page,55.610,0.318,true
none,product page,55.620,0.732,true
none,product page,55.630,1.610,true
none,product page,55.640,1.270,true
none,order history,55.650,-0.309,true
none,product page,55.660,0.032,true
none,product page,55.670,-0.049,true
none,product page,55.680,0.528,true
none,product page,55.690,0.624,true
none,product page,55.700,0.695,true
none,product page,55.710,0.456,true
none,product page,55.720,1.266,true
none,product page,55.730,1.125,true
none,product page,55.740,-0.249,true
none,product page,55.750,0.249,true
none,product page,55.760,0.355,true
none,product page,55.770,0.460,true
none,order history,55.780,0.065,true
none,product page,55.790,0.718,true
none,product page,55.800,0.751,true
none,checkout,55.810,19.475,true
none,product page,55.820,0.888,true
none,checkout,55.830,9.923,true
none,product page,55.840,-0.075,true
none,product page,55.850,0.377,true
none,product page,55.860,0.542,true
none,order history,55.870,-0.044,true
none,product page,55.880,0.745,true
none,order history,55.890,0.176,true
none,product page,55.900,0.904,true
none,checkout,55.910,9.410,true
none,product page,55.920,0.989,true
none,order history,55.930,-0.363,true
none,product page,55.940,0.141,true
none,product page,55.950,0.188,true
none,product page,55.960,0.470,true
none,product page,55.970,0.548,true
none,product page,55.980,0.658,true
none,product page,55.990,0.815,true
none,product page,56.000,0.902,true
none,product page,56.010,1.007,true
none,order history,56.020,-0.423,true
none,product page,56.030,1.213,true
none,order history,56.040,-0.130,true
none,product page,56.050,0.308,true
none,product page,56.060,0.416,true
none,checkout,56.070,9.721,true
none,product page,56.080,0.807,true
none,product page,56.090,0.961,true
none,product page,56.100,1.286,true
none,product page,56.110,0.168,true
none,order history,56.120,-0.243,true
none,order history,56.130,-0.190,true
none,product page,56.140,1.433,true
none,checkout,56.150,9.137,true
none,product page,56.160,0.567,true
none,product page,56.170,0.644,true
none,product page,56.180,0.682,true
none,product page,56.190,0.971,true
none,product page,56.200,1.197,true
none,order history,56.210,-0.443,true
none,product page,56.220,1.111,true
none,product page,56.230,0.781,true
none,product page,56.240,0.533,true
none,product page,56.250,0.577,true
none,product page,56.260,0.692,true
none,product page,56.270,0.712,true
none,product page,56.280,0.378,true
none,checkout,56.290,9.243,true
none,product page,56.300,0.853,true
none,order history,56.310,0.617,true
none,product page,56.320,1.389,true
none,order history,56.330,-0.191,true
none,order history,56.340,-0.244,true
none,product page,56.350,0.468,true
none,product page,56.360,0.721,true
none,checkout,56.370,9.105,true
none,product page,56.380,0.434,true
none,product page,56.390,2.208,true
none,product page,56.400,1.024,true
none,product page,56.410,0.072,true
none,product page,56.420,0.353,true
none,checkout,56.430,8.714,true
none,order history,56.440,0.007,true
none,checkout,56.450,8.708,true
none,order history,56.460,0.107,true
none,product page,56.470,0.996,true
none,product page,56.480,1.031,true
none,product page,56.490,1.131,true
none,product page,56.500,0.333,true
none,product page,56.510,0.185,true
none,product page,56.520,0.250,true
none,product page,56.530,0.310,true
none,product page,56.540,0.657,true
none,order history,56.550,-0.133,true
none,product page,56.560,0.825,true
none,order history,56.570,0.123,true
none,product page,56.580,1.120,true
none,product page,56.590,1.188,true
none,order history,56.600,0.619,true
none,product page,56.610,0.947,true
none,product page,56.620,0.409,true
none,order history,56.630,-0.052,true
none,product page,56.640,0.445,true
none,product page,56.650,0.546,true
none,checkout,56.660,23.644,true
none,product page,56.670,0.534,true
none,product page,56.680,0.962,true
none,product page,56.690,1.038,true
none,product page,56.700,0.277,true
none,product page,56.710,0.357,true
none,checkout,56.720,8.857,true
none,checkout,56.730,8.807,true
none,product page,56.740,0.624,true
none,product page,56.750,0.721,true
none,order history,56.760,0.327,true
none,order history,56.770,0.346,true
none,order history,56.780,0.599,true
none,product page,56.790,0.007,true
none,order history,56.800,-0.393,true
none,product page,56.810,0.109,true
none,checkout,56.820,8.190,true
none,product page,56.830,0.130,true
none,checkout,56.840,9.166,true
none,product page,56.850,0.780,true
none,product page,56.860,0.858,true
none,product page,56.870,0.908,true
none,checkout,56.880,10.554,true
none,order history,56.890,0.535,true
none,product page,56.900,0.097,true
none,product page,56.910,0.430,true
none,product page,56.920,0.249,true
none,order history,56.930,0.053,true
none,product page,56.940,0.759,true
none,checkout,56.950,9.474,true
none,product page,56.960,0.976,true
none,product page,56.970,0.994,true
none,product page,56.980,1.139,true
none,order history,56.990,-0.365,true
none,checkout,57.000,8.255,true
none,product page,57.010,-0.100,true
none,product page,57.020,0.328,true
none,product page,57.030,0.517,true
none,product page,57.040,0.611,true
none,order history,57.050,0.235,true
none,product page,57.060,0.932,true
none,product page,57.070,0.857,true
none,checkout,57.080,9.364,true
none,product page,57.090,0.692,true
none,product page,57.100,0.205,true
none,product page,57.110,0.320,true
none,order history,57.120,-0.153,true
none,order history,57.130,-0.108,true
none,product page,57.140,0.456,true
none,order history,57.150,0.143,true
none,product page,57.160,0.865,true
none,order history,57.170,0.285,true
none,product page,57.180,1.031,true
none,product page,57.190,1.175,true
none,product page,57.200,0.267,true
none,product page,57.210,1.361,true
none,product page,57.220,0.476,true
none,product page,57.230,0.542,true
none,product page,57.240,0.610,true
none,order history,57.250,0.321,true
none,order history,57.260,0.341,true
none,product page,57.270,1.069,true
none,product page,57.280,0.153,true
none,order history,57.290,-0.380,true
none,product page,57.300,1.413,true
none,product page,57.310,0.040,true
none,order history,57.320,0.162,true
none,checkout,57.330,9.330,true
none,product page,57.340,1.063,true
none,order history,57.350,0.257,true
none,product page,57.360,1.003,true
none,checkout,57.370,9.935,true
none,product page,57.380,0.371,true
none,order history,57.390,-0.249,true
none,product page,57.400,0.492,true
none,product page,57.410,0.556,true
none,product page,57.420,0.670,true
none,product page,57.430,0.875,true
none,product page,57.440,0.469,true
none,product page,57.450,0.980,true
none,product page,57.460,1.013,true
none,product page,57.470,0.030,true
none,product page,57.480,0.205,true
none,order history,57.490,0.944,true
none,product page,57.500,0.504,true
none,checkout,57.510,9.307,true
none,product page,57.520,0.455,true
none,product page,57.530,0.922,true
none,product page,57.540,1.020,true
none,product page,57.550,1.087,true
none,product page,57.560,0.164,true
none,checkout,57.570,8.095,true
none,product page,57.580,1.106,true
none,product page,57.590,0.155,true
none,product page,57.600,0.409,true
none,order history,57.610,0.248,true
none,product page,57.620,0.965,true
none,order history,57.630,0.364,true
none,order history,57.640,0.470,true
none,product page,57.650,0.157,true
none,checkout,57.660,8.577,true
none,product page,57.670,0.398,true
none,product page,57.680,0.421,true
none,product page,57.690,0.460,true
none,product page,57.700,0.646,true
none,product page,57.710,0.408,true
none,product page,57.720,1.009,true
none,order history,57.730,0.461,true
none,product page,57.740,1.192,true
none,product page,57.750,0.316,true
none,product page,57.760,1.507,true
none,order history,57.770,0.045,true
none,product page,57.780,0.612,true
none,product page,57.790,0.723,true
none,product page,57.800,0.739,true
none,product page,57.810,0.417,true
none,product page,57.820,0.872,true
none,order history,57.830,0.573,true
none,product page,57.840,-0.061,true
none,checkout,57.850,9.389,true
none,order history,57.860,-0.110,true
none,product page,57.870,0.120,true
none,product page,57.880,0.693,true
none,product page,57.890,0.784,true
none,product page,57.900,0.793,true
none,product page,57.910,0.336,true
none,product page,57.920,0.892,true
none,product page,57.930,0.972,true
none,product page,57.940,2.665,true
none,product page,57.950,0.447,true
none,checkout,57.960,9.815,true
none,product page,57.970,0.696,true
none,product page,57.980,0.808,true
none,order history,57.990,0.273,true
none,product page,58.000,1.095,true
none,product page,58.010,1.011,true
none,product page,58.020,1.065,true
none,checkout,58.030,8.508,true
none,product page,58.040,0.203,true
none,product page,58.050,0.278,true
none,product page,58.060,0.574,true
none,product page,58.070,0.321,true
none,product page,58.080,0.874,true
none,product page,58.090,0.819,true
none,product page,58.100,0.886,true
none,product page,58.110,1.010,true
none,product page,58.120,1.107,true
none,product page,58.130,0.183,true
none,product page,58.140,1.299,true
none,product page,58.150,0.322,true
none,checkout,58.160,8.096,true
none,checkout,58.170,8.194,true
none,order history,58.180,0.162,true
none,product page,58.190,0.932,true
none,product page,58.200,0.974,true
none,product page,58.210,1.171,true
none,product page,58.220,0.176,true
none,product page,58.230,0.229,true
none,product page,58.240,0.386,true
none,product page,58.250,0.364,true
none,product page,58.260,0.409,true
none,product page,58.270,0.699,true
none,product page,58.280,0.587,true
none,checkout,58.290,18.745,true
none,product page,58.300,0.784,true
none,product page,58.310,0.770,true
none,order history,58.320,0.451,true
none,product page,58.330,1.243,true
none,checkout,58.340,9.078,true
none,order history,58.350,-0.297,true
none,product page,58.360,0.664,true
none,product page,58.370,-0.294,true
none,product page,58.380,0.740,true
none,order history,58.390,0.262,true
none,product page,58.400,0.848,true
none,product page,58.410,0.907,true
none,product page,58.420,0.961,true
none,product page,58.430,-0.001,true
none,product page,58.440,1.310,true
none,checkout,58.450,9.754,true
none,product page,58.460,0.589,true
none,order history,58.470,0.002,true
none,product page,58.480,0.877,true
none,product page,58.490,0.915,true
none,checkout,58.500,9.739,true
none,product page,58.510,0.979,true
none,product page,58.520,0.085,true
none,product page,58.530,0.145,true
none,product page,58.540,0.236,true
none,product page,58.550,0.953,true
none,product page,58.560,0.612,true
none,product page,58.570,0.386,true
none,product page,58.580,0.778,true
none,product page,58.590,0.954,true
none,product page,58.600,1.145,true
none,product page,58.610,0.656,true
none,order history,58.620,-0.337,true
none,product page,58.630,0.217,true
none,product page,58.640,1.381,true
none,product page,58.650,0.412,true
none,product page,58.660,0.653,true
none,product page,58.670,0.524,true
none,product page,58.680,0.848,true
none,product page,58.690,0.913,true
none,product page,58.700,1.272,true
none,order history,58.710,-0.386,true
none,checkout,58.720,9.631,true
none,product page,58.730,0.470,true
none,product page,58.740,0.597,true
none,checkout,58.750,8.849,true
none,product page,58.760,0.207,true
none,product page,58.770,0.940,true
none,product page,58.780,1.076,true
none,product page,58.790,1.117,true
none,product page,58.800,1.253,true
none,order history,58.810,-0.261,true
none,product page,58.820,1.533,true
none,checkout,58.830,8.339,true
none,product page,58.840,0.439,true
none,product page,58.850,0.443,true
none,order history,58.860,0.228,true
none,product page,58.870,0.684,true
none,product page,58.880,1.337,true
none,product page,58.890,0.320,true
none,order history,58.900,-0.285,true
none,order history,58.910,-0.196,true
none,product page,58.920,0.099,true
none,product page,58.930,0.683,true
