scenario,operation,second,latency_ms,ok
postgres,product page,53.020,1.293,true
postgres,product page,53.030,1.397,true
postgres,product page,53.040,1.025,true
postgres,checkout,53.050,10.954,true
postgres,product page,53.060,-0.375,true
postgres,product page,53.070,0.832,true
postgres,product page,53.080,0.929,true
postgres,product page,53.090,1.028,true
postgres,product page,53.100,1.568,true
postgres,product page,53.110,1.317,true
postgres,product page,53.120,0.516,true
postgres,product page,53.130,0.588,true
postgres,product page,53.140,1.025,true
postgres,product page,53.150,1.161,true
postgres,checkout,53.160,11.380,true
postgres,checkout,53.170,17.268,true
postgres,product page,53.180,0.374,true
postgres,product page,53.190,0.461,true
postgres,order history,53.200,0.077,true
postgres,order history,53.210,0.165,true
postgres,product page,53.220,0.968,true
postgres,product page,53.230,0.930,true
postgres,product page,53.240,1.119,true
postgres,product page,53.250,0.333,true
postgres,product page,53.260,0.460,true
postgres,product page,53.270,0.811,true
postgres,order history,53.280,0.297,true
postgres,checkout,53.290,10.936,true
postgres,product page,53.300,1.457,true
postgres,product page,53.310,1.812,true
postgres,product page,53.320,0.193,true
postgres,product page,53.330,1.170,true
postgres,product page,53.340,0.865,true
postgres,product page,53.350,0.991,true
postgres,product page,53.360,3.845,true
postgres,product page,53.370,0.990,true
postgres,product page,53.380,1.239,true
postgres,order history,53.390,-0.286,true
postgres,order history,53.400,-0.101,true
postgres,product page,53.410,0.791,true
postgres,product page,53.420,0.798,true
postgres,order history,53.430,0.445,true
postgres,product page,53.440,1.666,true
postgres,checkout,53.450,10.812,true
postgres,checkout,53.460,11.988,true
postgres,product page,53.470,2.082,true
postgres,checkout,53.480,10.279,true
postgres,product page,53.490,0.703,true
postgres,product page,53.500,0.851,true
postgres,checkout,53.510,12.270,true
postgres,order history,53.520,0.609,true
postgres,product page,53.530,0.342,true
postgres,product page,53.540,0.392,true
postgres,product page,53.550,0.978,true
postgres,order history,53.560,0.224,true
postgres,product page,53.570,0.830,true
postgres,product page,53.580,1.229,true
postgres,product page,53.590,1.003,true
postgres,product page,53.600,0.424,true
postgres,checkout,53.610,11.216,true
postgres,product page,53.620,1.214,true
postgres,order history,53.630,0.235,true
postgres,checkout,53.640,10.570,true
postgres,product page,53.650,1.808,true
postgres,product page,53.660,1.138,true
postgres,product page,53.670,0.606,true
postgres,product page,53.680,1.251,true
postgres,order history,53.690,0.255,true
postgres,product page,53.700,1.154,true
postgres,product page,53.710,1.144,true
postgres,order history,53.720,0.657,true
postgres,product page,53.730,0.283,true
postgres,product page,53.740,0.652,true
postgres,product page,53.750,0.802,true
postgres,product page,53.760,0.528,true
postgres,product page,53.770,1.009,true
postgres,order history,53.780,0.222,true
postgres,product page,53.790,0.951,true
postgres,product page,53.800,1.033,true
postgres,product page,53.810,1.164,true
postgres,product page,53.820,0.450,true
postgres,product page,53.830,0.771,true
postgres,order history,53.840,0.187,true
postgres,product page,53.850,1.414,true
postgres,product page,53.860,0.917,true
postgres,product page,53.870,2.577,true
postgres,product page,53.880,0.603,true
postgres,product page,53.890,0.296,true
postgres,product page,53.900,0.816,true
postgres,checkout,53.910,9.962,true
postgres,product page,53.920,0.662,true
postgres,product page,53.930,0.794,true
postgres,product page,53.940,0.715,true
postgres,product page,53.950,0.860,true
postgres,order history,53.960,0.461,true
postgres,product page,53.970,1.560,true
postgres,checkout,53.980,10.590,true
postgres,product page,53.990,0.824,true
postgres,order history,54.000,0.040,true
postgres,product page,54.010,1.144,true
postgres,order history,54.020,0.402,true
postgres,product page,54.030,1.144,true
postgres,product page,54.040,1.122,true
postgres,product page,54.050,1.778,true
postgres,product page,54.060,0.518,true
postgres,product page,54.070,0.650,true
postgres,product page,54.080,0.880,true
postgres,product page,54.090,0.892,true
postgres,product page,54.100,0.927,true
postgres,product page,54.110,1.796,true
postgres,product page,54.120,0.225,true
postgres,product page,54.130,-0.397,true
postgres,product page,54.140,0.737,true
postgres,order history,54.150,0.123,true
postgres,product page,54.160,0.876,true
postgres,checkout,54.170,10.473,true
postgres,product page,54.180,1.394,true
postgres,product page,54.190,0.205,true
postgres,product page,54.200,0.370,true
postgres,product page,54.210,0.556,true
postgres,product page,54.220,0.689,true
postgres,order history,54.230,0.666,true
postgres,order history,54.240,0.494,true
postgres,product page,54.250,1.316,true
postgres,product page,54.260,0.407,true
postgres,product page,54.270,0.544,true
postgres,checkout,54.280,10.550,true
postgres,product page,54.290,0.794,true
postgres,order history,54.300,0.801,true
postgres,order history,54.310,0.569,true
postgres,product page,54.320,1.079,true
postgres,product page,54.330,-0.504,true
postgres,product page,54.340,1.141,true
postgres,order history,54.350,0.295,true
postgres,order history,54.360,0.477,true
postgres,order history,54.370,0.518,true
postgres,product page,54.380,0.275,true
postgres,product page,54.390,-0.097,true
postgres,product page,54.400,0.969,true
postgres,order history,54.410,0.279,true
postgres,product page,54.420,1.814,true
postgres,product page,54.430,1.400,true
postgres,order history,54.440,-0.358,true
postgres,checkout,54.450,10.495,true
postgres,product page,54.460,1.000,true
postgres,product page,54.470,0.634,true
postgres,order history,54.480,0.401,true
postgres,order history,54.490,0.547,true
postgres,product page,54.500,1.254,true
postgres,product page,54.510,0.283,true
postgres,product page,54.520,0.480,true
postgres,order history,54.530,-0.111,true
postgres,checkout,54.540,10.882,true
postgres,checkout,54.550,10.237,true
postgres,order history,54.560,0.434,true
postgres,product page,54.570,1.282,true
postgres,product page,54.580,0.283,true
postgres,order history,54.590,-1.123,true
postgres,product page,54.600,0.889,true
postgres,product page,54.610,0.758,true
postgres,product page,54.620,1.005,true
postgres,product page,54.630,0.835,true
postgres,product page,54.640,1.589,true
postgres,product page,54.650,0.785,true
postgres,product page,54.660,0.614,true
postgres,product page,54.670,0.804,true
postgres,product page,54.680,4.565,true
postgres,product page,54.690,1.166,true
postgres,order history,54.700,0.794,true
postgres,order history,54.710,-0.255,true
postgres,order history,54.720,0.782,true
postgres,checkout,54.730,14.390,true
postgres,order history,54.740,-0.005,true
postgres,product page,54.750,1.863,true
postgres,product page,54.760,0.996,true
postgres,checkout,54.770,10.970,true
postgres,order history,54.780,-0.271,true
postgres,product page,54.790,-0.137,true
postgres,product page,54.800,0.646,true
postgres,product page,54.810,1.202,true
postgres,order history,54.820,0.889,true
postgres,order history,54.830,1.746,true
postgres,product page,54.840,1.418,true
postgres,product page,54.850,0.388,true
postgres,product page,54.860,1.494,true
postgres,product page,54.870,2.721,true
postgres,order history,54.880,0.188,true
postgres,product page,54.890,4.397,true
postgres,product page,54.900,2.292,true
postgres,product page,54.910,2.359,true
postgres,checkout,54.920,14.788,true
postgres,order history,54.930,0.387,true
postgres,product page,54.940,1.478,true
postgres,order history,54.950,0.302,true
postgres,product page,54.960,2.248,true
postgres,product page,54.970,0.845,true
postgres,order history,54.980,0.045,true
postgres,checkout,54.990,18.177,true
postgres,product page,55.000,2.084,true
postgres,product page,55.010,1.551,true
postgres,product page,55.020,0.295,true
postgres,product page,55.030,2.288,true
postgres,order history,55.040,-0.232,true
postgres,checkout,55.050,19.293,true
postgres,product page,55.060,1.137,true
postgres,product page,55.070,1.532,true
postgres,product page,55.080,1.192,true
postgres,checkout,55.090,16.410,true
postgres,checkout,55.100,16.471,true
postgres,product page,55.110,3.361,true
postgres,product page,55.120,0.818,true
postgres,product page,55.130,2.395,true
postgres,checkout,55.140,15.879,true
postgres,product page,55.150,0.710,true
postgres,product page,55.160,1.313,true
postgres,checkout,55.170,21.324,true
postgres,order history,55.180,0.772,true
postgres,product page,55.190,3.346,true
postgres,order history,55.200,-0.228,true
postgres,product page,55.210,-0.084,true
postgres,product page,55.220,3.445,true
postgres,product page,55.230,0.736,true
postgres,product page,55.240,1.143,true
postgres,product page,55.250,3.435,true
postgres,product page,55.260,2.255,true
postgres,checkout,55.270,17.035,true
postgres,product page,55.280,-0.416,true
postgres,order history,55.290,0.915,true
postgres,product page,55.300,3.468,true
postgres,product page,55.310,1.327,true
postgres,product page,55.320,1.448,true
postgres,checkout,55.330,14.705,true
postgres,checkout,55.340,11.605,true
postgres,product page,55.350,3.463,true
postgres,order history,55.360,0.045,true
postgres,product page,55.370,2.298,true
postgres,product page,55.380,1.147,true
postgres,order history,55.390,0.649,true
postgres,product page,55.400,2.389,true
postgres,product page,55.410,0.644,true
postgres,product page,55.420,0.460,true
postgres,product page,55.430,2.622,true
postgres,product page,55.440,5.294,true
postgres,checkout,55.450,14.829,true
postgres,checkout,55.460,12.780,true
postgres,product page,55.470,1.228,true
postgres,order history,55.480,-0.271,true
postgres,order history,55.490,-1.040,true
postgres,order history,55.500,0.031,true
postgres,product page,55.510,0.807,true
postgres,order history,55.520,0.869,true
postgres,product page,55.530,3.005,true
postgres,product page,55.540,0.372,true
postgres,product page,55.550,2.296,true
postgres,order history,55.560,0.021,true
postgres,product page,55.570,1.711,true
postgres,product page,55.580,3.342,true
postgres,product page,55.590,0.955,true
postgres,product page,55.600,1.534,true
postgres,product page,55.610,4.200,true
postgres,product page,55.620,-0.117,true
postgres,product page,55.630,2.696,true
postgres,checkout,55.640,15.900,true
postgres,checkout,55.650,13.891,true
postgres,product page,55.660,3.276,true
postgres,product page,55.670,1.131,true
postgres,product page,55.680,0.337,true
postgres,product page,55.690,0.416,true
postgres,product page,55.700,1.302,true
postgres,product page,55.710,2.330,true
postgres,order history,55.720,0.211,true
postgres,product page,55.730,0.985,true
postgres,order history,55.740,0.753,true
postgres,product page,55.750,0.369,true
postgres,checkout,55.760,16.327,true
postgres,product page,55.770,2.454,true
postgres,product page,55.780,0.761,true
postgres,product page,55.790,2.319,true
postgres,product page,55.800,1.413,true
postgres,product page,55.810,5.435,true
postgres,product page,55.820,3.357,true
postgres,order history,55.830,-0.383,true
postgres,order history,55.840,0.681,true
postgres,product page,55.850,0.615,true
postgres,checkout,55.860,16.542,true
postgres,product page,55.870,1.835,true
postgres,order history,55.880,0.329,true
postgres,product page,55.890,3.334,true
postgres,product page,55.900,2.612,true
postgres,product page,55.910,0.192,true
postgres,order history,55.920,-0.121,true
postgres,product page,55.930,5.370,true
postgres,product page,55.940,0.954,true
postgres,product page,55.950,1.152,true
postgres,product page,55.960,2.381,true
postgres,product page,55.970,2.272,true
postgres,order history,55.980,-0.262,true
postgres,product page,55.990,0.582,true
postgres,product page,56.000,1.458,true
postgres,order history,56.010,0.176,true
postgres,product page,56.020,2.294,true
postgres,product page,56.030,3.598,true
postgres,product page,56.040,1.335,true
postgres,product page,56.050,4.641,true
postgres,product page,56.060,4.380,true
postgres,product page,56.070,0.474,true
postgres,order history,56.080,0.177,true
postgres,order history,56.090,0.206,true
postgres,product page,56.100,3.315,true
postgres,product page,56.110,1.788,true
postgres,product page,56.120,0.247,true
postgres,product page,56.130,5.701,true
postgres,checkout,56.140,17.470,true
postgres,product page,56.150,0.641,true
postgres,product page,56.160,3.527,true
postgres,product page,56.170,3.560,true
postgres,order history,56.180,0.488,true
postgres,product page,56.190,1.634,true
postgres,product page,56.200,0.262,true
postgres,product page,56.210,0.532,true
postgres,order history,56.220,-0.059,true
postgres,product page,56.230,0.753,true
postgres,order history,56.240,0.268,true
postgres,checkout,56.250,19.756,true
postgres,product page,56.260,1.677,true
postgres,order history,56.270,-0.019,true
postgres,product page,56.280,4.399,true
postgres,product page,56.290,0.799,true
postgres,product page,56.300,0.946,true
postgres,product page,56.310,1.245,true
postgres,product page,56.320,3.352,true
postgres,product page,56.330,1.386,true
postgres,order history,56.340,0.085,true
postgres,product page,56.350,3.405,true
postgres,product page,56.360,1.408,true
postgres,checkout,56.370,14.928,true
postgres,product page,56.380,0.161,true
postgres,order history,56.390,-0.216,true
postgres,product page,56.400,0.604,true
postgres,product page,56.410,1.547,true
postgres,product page,56.420,4.945,true
postgres,product page,56.430,0.822,true
postgres,product page,56.440,4.129,true
postgres,product page,56.450,3.896,true
postgres,product page,56.460,2.441,true
postgres,product page,56.470,5.082,true
postgres,product page,56.480,0.719,true
postgres,product page,56.490,3.351,true
postgres,product page,56.500,0.952,true
postgres,product page,56.510,3.417,true
postgres,order history,56.520,0.421,true
postgres,product page,56.530,1.596,true
postgres,product page,56.540,0.693,true
postgres,product page,56.550,0.904,true
postgres,product page,56.560,3.491,true
postgres,product page,56.570,0.652,true
postgres,product page,56.580,0.815,true
postgres,product page,56.590,1.405,true
postgres,order history,56.600,0.590,true
postgres,product page,56.610,0.389,true
postgres,product page,56.620,0.697,true
postgres,product page,56.630,2.268,true
postgres,order history,56.640,0.723,true
postgres,product page,56.650,2.553,true
postgres,product page,56.660,2.258,true
postgres,checkout,56.670,16.049,true
postgres,order history,56.680,0.404,true
postgres,order history,56.690,0.644,true
postgres,product page,56.700,1.124,true
postgres,product page,56.710,-0.505,true
postgres,product page,56.720,0.766,true
postgres,product page,56.730,2.378,true
postgres,order history,56.740,0.320,true
postgres,product page,56.750,2.293,true
postgres,product page,56.760,2.718,true
postgres,product page,56.770,1.121,true
postgres,order history,56.780,-0.348,true
postgres,product page,56.790,0.768,true
postgres,product page,56.800,0.380,true
postgres,product page,56.810,0.770,true
postgres,product page,56.820,1.748,true
postgres,product page,56.830,3.625,true
postgres,product page,56.840,1.501,true
postgres,product page,56.850,1.052,true
postgres,product page,56.860,1.039,true
postgres,order history,56.870,-0.338,true
postgres,product page,56.880,0.437,true
postgres,product page,56.890,1.496,true
postgres,product page,56.900,1.945,true
postgres,order history,56.910,0.568,true
postgres,checkout,56.920,10.990,true
postgres,product page,56.930,-0.181,true
postgres,product page,56.940,0.654,true
postgres,product page,56.950,1.052,true
postgres,order history,56.960,0.372,true
postgres,order history,56.970,0.459,true
postgres,product page,56.980,2.781,true
postgres,product page,56.990,0.377,true
postgres,checkout,57.000,10.809,true
postgres,product page,57.010,0.671,true
postgres,product page,57.020,1.081,true
postgres,order history,57.030,0.264,true
postgres,order history,57.040,0.370,true
postgres,product page,57.050,1.049,true
postgres,order history,57.060,0.612,true
postgres,product page,57.070,0.288,true
postgres,product page,57.080,0.361,true
postgres,product page,57.090,0.533,true
postgres,product page,57.100,0.556,true
postgres,product page,57.110,1.021,true
postgres,checkout,57.120,10.342,true
postgres,product page,57.130,0.965,true
postgres,product page,57.140,1.690,true
postgres,product page,57.150,0.367,true
postgres,order history,57.160,-0.293,true
postgres,product page,57.170,0.423,true
postgres,product page,57.180,1.364,true
postgres,product page,57.190,1.032,true
postgres,product page,57.200,0.750,true
postgres,product page,57.210,1.223,true
postgres,product page,57.220,1.000,true
postgres,checkout,57.230,9.895,true
postgres,product page,57.240,1.136,true
postgres,product page,57.250,0.570,true
postgres,product page,57.260,0.735,true
postgres,checkout,57.270,11.608,true
postgres,product page,57.280,0.951,true
postgres,product page,57.290,1.772,true
postgres,product page,57.300,0.057,true
postgres,checkout,57.310,11.199,true
postgres,product page,57.320,0.535,true
postgres,order history,57.330,0.134,true
postgres,order history,57.340,0.475,true
postgres,product page,57.350,1.552,true
postgres,product page,57.360,1.624,true
postgres,product page,57.370,0.573,true
postgres,checkout,57.380,10.642,true
postgres,order history,57.390,0.258,true
postgres,product page,57.400,1.411,true
postgres,product page,57.410,1.008,true
postgres,product page,57.420,1.094,true
postgres,order history,57.430,-0.310,true
postgres,order history,57.440,-1.131,true
postgres,product page,57.450,0.687,true
postgres,product page,57.460,0.759,true
postgres,product page,57.470,0.847,true
postgres,product page,57.480,1.562,true
postgres,product page,57.490,1.345,true
postgres,product page,57.500,0.793,true
postgres,product page,57.510,0.700,true
postgres,product page,57.520,0.713,true
postgres,product page,57.530,0.591,true
postgres,product page,57.540,1.574,true
postgres,product page,57.550,0.950,true
postgres,order history,57.560,0.404,true
postgres,product page,57.570,1.208,true
postgres,product page,57.580,0.251,true
postgres,product page,57.590,-0.546,true
postgres,product page,57.600,0.690,true
postgres,checkout,57.610,11.532,true
postgres,product page,57.620,0.902,true
postgres,order history,57.630,0.476,true
postgres,product page,57.640,1.444,true
postgres,product page,57.650,0.287,true
postgres,order history,57.660,-0.134,true
postgres,product page,57.670,0.653,true
postgres,checkout,57.680,9.684,true
postgres,product page,57.690,3.920,true
postgres,product page,57.700,1.016,true
postgres,product page,57.710,1.117,true
postgres,checkout,57.720,9.547,true
postgres,order history,57.730,-0.141,true
postgres,product page,57.740,0.488,true
postgres,order history,57.750,-0.089,true
postgres,product page,57.760,0.983,true
postgres,checkout,57.770,10.733,true
postgres,product page,57.780,0.825,true
postgres,product page,57.790,0.958,true
postgres,product page,57.800,1.048,true
postgres,product page,57.810,0.272,true
postgres,product page,57.820,0.781,true
postgres,product page,57.830,0.555,true
postgres,product page,57.840,0.952,true
postgres,product page,57.850,1.055,true
postgres,order history,57.860,0.431,true
postgres,checkout,57.870,10.729,true
postgres,order history,57.880,-0.312,true
postgres,product page,57.890,0.731,true
postgres,product page,57.900,0.975,true
postgres,order history,57.910,-0.062,true
postgres,checkout,57.920,10.833,true
postgres,product page,57.930,0.818,true
postgres,product page,57.940,1.456,true
postgres,checkout,57.950,11.153,true
postgres,product page,57.960,0.160,true
postgres,product page,57.970,1.905,true
postgres,product page,57.980,0.679,true
postgres,checkout,57.990,11.056,true
postgres,product page,58.000,0.833,true
postgres,product page,58.010,0.859,true
postgres,order history,58.020,0.523,true
postgres,product page,58.030,1.181,true
postgres,checkout,58.040,10.046,true
postgres,product page,58.050,0.312,true
postgres,order history,58.060,-0.172,true
postgres,product page,58.070,0.600,true
postgres,checkout,58.080,11.677,true
postgres,product page,58.090,0.784,true
postgres,product page,58.100,2.071,true
postgres,product page,58.110,1.329,true
postgres,product page,58.120,0.324,true
postgres,order history,58.130,-0.178,true
postgres,product page,58.140,0.608,true
postgres,checkout,58.150,10.351,true
postgres,product page,58.160,0.843,true
postgres,product page,58.170,0.908,true
postgres,product page,58.180,1.102,true
postgres,product page,58.190,0.248,true
postgres,product page,58.200,0.725,true
postgres,order history,58.210,-0.202,true
postgres,product page,58.220,0.554,true
postgres,product page,58.230,0.868,true
postgres,checkout,58.240,12.585,true
postgres,product page,58.250,1.160,true
postgres,product page,58.260,1.262,true
postgres,product page,58.270,0.475,true
postgres,checkout,58.280,9.976,true
postgres,product page,58.290,0.566,true
postgres,product page,58.300,0.662,true
postgres,product page,58.310,0.800,true
postgres,product page,58.320,1.410,true
postgres,product page,58.330,1.262,true
postgres,product page,58.340,0.467,true
postgres,product page,58.350,0.588,true
postgres,product page,58.360,0.562,true
postgres,order history,58.370,0.127,true
postgres,product page,58.380,1.438,true
postgres,product page,58.390,1.421,true
postgres,product page,58.400,1.312,true
postgres,product page,58.410,0.260,true
postgres,order history,58.420,-0.127,true
postgres,order history,58.430,0.012,true
postgres,product page,58.440,0.782,true
postgres,product page,58.450,0.951,true
postgres,product page,58.460,1.058,true
postgres,product page,58.470,0.185,true
postgres,product page,58.480,0.328,true
postgres,order history,58.490,-1.155,true
postgres,product page,58.500,0.798,true
postgres,product page,58.510,0.888,true
postgres,product page,58.520,1.618,true
postgres,product page,58.530,1.127,true
postgres,checkout,58.540,9.665,true
postgres,checkout,58.550,10.393,true
postgres,product page,58.560,0.470,true
postgres,product page,58.570,1.034,true
postgres,checkout,58.580,10.362,true
postgres,product page,58.590,0.999,true
postgres,product page,58.600,1.235,true
postgres,product page,58.610,0.281,true
postgres,product page,58.620,0.369,true
postgres,product page,58.630,1.213,true
postgres,product page,58.640,0.552,true
postgres,product page,58.650,1.175,true
postgres,product page,58.660,0.985,true
postgres,product page,58.670,1.198,true
postgres,checkout,58.680,10.727,true
postgres,product page,58.690,0.107,true
postgres,order history,58.700,-0.245,true
postgres,product page,58.710,1.185,true
postgres,product page,58.720,0.884,true
postgres,product page,58.730,0.675,true
postgres,product page,58.740,0.600,true
postgres,product page,58.750,0.681,true
postgres,product page,58.760,0.853,true
postgres,product page,58.770,1.521,true
postgres,checkout,58.780,9.640,true
postgres,product page,58.790,0.289,true
postgres,order history,58.800,-0.195,true
postgres,product page,58.810,0.356,true
postgres,product page,58.820,0.489,true
postgres,product page,58.830,0.541,true
postgres,checkout,58.840,10.078,true
postgres,product page,58.850,0.756,true
postgres,order history,58.860,0.485,true
postgres,product page,58.870,0.566,true
postgres,order history,58.880,-0.338,true
postgres,product page,58.890,-0.682,true
postgres,order history,58.900,-0.106,true
postgres,product page,58.910,0.786,true
postgres,product page,58.920,0.657,true
postgres,product page,58.930,0.702,true
postgres,product page,58.940,0.829,true
postgres,product page,58.950,1.313,true
postgres,order history,58.960,-0.372,true
postgres,product page,58.970,0.861,true
postgres,product page,58.980,0.890,true
postgres,order history,58.990,0.079,true
postgres,product page,59.000,0.681,true
postgres,order history,59.010,0.254,true
postgres,product page,59.020,1.167,true
postgres,order history,59.030,0.496,true
postgres,product page,59.040,0.117,true
postgres,order history,59.050,-0.303,true
postgres,order history,59.060,-1.185,true
postgres,product page,59.070,0.587,true
postgres,order history,59.080,0.018,true
postgres,product page,59.090,0.741,true
postgres,product page,59.100,0.716,true
postgres,product page,59.110,0.844,true
postgres,product page,59.120,0.956,true
postgres,product page,59.130,0.317,true
postgres,order history,59.140,-0.403,true
postgres,product page,59.150,0.504,true
postgres,product page,59.160,0.318,true
postgres,order history,59.170,-0.073,true
postgres,product page,59.180,1.113,true
postgres,checkout,59.190,10.273,true
postgres,product page,59.200,0.838,true
postgres,product page,59.210,0.920,true
postgres,order history,59.220,0.517,true
postgres,order history,59.230,-0.489,true
postgres,order history,59.240,-0.347,true
postgres,checkout,59.250,9.193,true
postgres,product page,59.260,0.508,true
postgres,product page,59.270,1.289,true
postgres,order history,59.280,0.211,true
postgres,order history,59.290,0.402,true
postgres,product page,59.300,1.111,true
postgres,product page,59.310,0.080,true
postgres,product page,59.320,0.246,true
postgres,product page,59.330,0.685,true
postgres,order history,59.340,-0.134,true
postgres,product page,59.350,0.977,true
postgres,product page,59.360,1.069,true
postgres,product page,59.370,1.119,true
postgres,order history,59.380,0.405,true
postgres,product page,59.390,1.480,true
postgres,product page,59.400,0.082,true
postgres,product page,59.410,0.212,true
postgres,order history,59.420,-0.193,true
postgres,product page,59.430,0.934,true
postgres,order history,59.440,0.024,true
postgres,order history,59.450,0.164,true
postgres,order history,59.460,0.290,true
postgres,order history,59.470,0.359,true
postgres,order history,59.480,0.512,true
postgres,product page,59.490,0.215,true
postgres,product page,59.500,2.442,true
postgres,product page,59.510,0.444,true
postgres,order history,59.520,-0.166,true
postgres,product page,59.530,0.480,true
postgres,order history,59.540,0.100,true
postgres,product page,59.550,1.355,true
postgres,product page,59.560,0.878,true
postgres,order history,59.570,0.503,true
postgres,order history,59.580,-0.475,true
postgres,product page,59.590,-0.751,true
postgres,product page,59.600,0.485,true
postgres,product page,59.610,0.818,true
postgres,product page,59.620,1.247,true
postgres,product page,59.630,1.077,true
postgres,product page,59.640,0.758,true
postgres,product page,59.650,1.010,true
postgres,product page,59.660,0.415,true
postgres,product page,59.670,0.827,true
postgres,product page,59.680,1.644,true
postgres,order history,59.690,0.694,true
postgres,product page,59.700,0.740,true
postgres,product page,59.710,0.969,true
postgres,product page,59.720,0.849,true
postgres,product page,59.730,1.349,true
postgres,product page,59.740,1.088,true
postgres,product page,59.750,1.512,true
postgres,checkout,59.760,12.217,true
postgres,product page,59.770,1.269,true
postgres,product page,59.780,2.038,true
postgres,product page,59.790,0.216,true
postgres,product page,59.800,1.060,true
postgres,product page,59.810,1.574,true
postgres,product page,59.820,1.242,true
postgres,product page,59.830,1.882,true
postgres,product page,59.840,1.553,true
postgres,product page,59.850,0.929,true
postgres,order history,59.860,-0.028,true
postgres,product page,59.870,1.370,true
postgres,product page,59.880,1.526,true
postgres,product page,59.890,1.249,true
postgres,product page,59.900,1.296,true
postgres,product page,59.910,1.926,true
postgres,order history,59.920,0.652,true
postgres,order history,59.930,0.747,true
postgres,product page,59.940,1.094,true
postgres,product page,59.950,0.808,true
postgres,product page,59.960,1.297,true
postgres,product page,59.970,10.718,true
postgres,product page,59.980,1.491,true
postgres,product page,59.990,1.411,true
postgres,order history,60.000,-0.231,true
postgres,product page,60.010,-0.474,true
postgres,product page,60.020,1.201,true
postgres,product page,60.030,0.838,true
postgres,product page,60.040,1.114,true
postgres,product page,60.050,1.262,true
postgres,product page,60.060,0.364,true
postgres,order history,60.070,-0.157,true
postgres,order history,60.080,-0.960,true
postgres,product page,60.090,0.842,true
postgres,product page,60.100,0.941,true
postgres,product page,60.110,1.013,true
postgres,product page,60.120,1.507,true
postgres,product page,60.130,1.198,true
postgres,order history,60.140,-0.231,true
postgres,product page,60.150,-0.412,true
postgres,product page,60.160,0.718,true
postgres,product page,60.170,1.227,true
postgres,product page,60.180,1.049,true
postgres,product page,60.190,1.561,true
postgres,product page,60.200,1.159,true
postgres,product page,60.210,0.276,true
postgres,product page,60.220,0.358,true
postgres,product page,60.230,-0.446,true
postgres,product page,60.240,0.762,true
postgres,product page,60.250,0.805,true
postgres,product page,60.260,2.139,true
postgres,order history,60.270,0.657,true
postgres,product page,60.280,0.702,true
postgres,product page,60.290,1.410,true
postgres,product page,60.300,1.361,true
postgres,product page,60.310,3.133,true
postgres,order history,60.320,1.608,true
postgres,product page,60.330,0.941,true
postgres,product page,60.340,-0.197,true
postgres,product page,60.350,1.087,true
postgres,product page,60.360,1.474,true
postgres,product page,60.370,0.863,true
postgres,product page,60.380,0.985,true
postgres,product page,60.390,1.137,true
postgres,checkout,60.400,11.408,true
postgres,checkout,60.410,10.570,true
postgres,product page,60.420,1.029,true
postgres,product page,60.430,0.846,true
postgres,checkout,60.440,11.395,true
postgres,checkout,60.450,10.714,true
postgres,product page,60.460,1.129,true
postgres,product page,60.470,1.137,true
postgres,product page,60.480,1.015,true
postgres,product page,60.490,-0.487,true
postgres,checkout,60.500,10.864,true
postgres,product page,60.510,0.834,true
postgres,product page,60.520,0.870,true
postgres,product page,60.530,1.686,true
postgres,product page,60.540,4.611,true
postgres,checkout,60.550,11.100,true
postgres,product page,60.560,0.564,true
postgres,product page,60.570,1.151,true
postgres,order history,60.580,0.347,true
postgres,product page,60.590,1.576,true
postgres,product page,60.600,1.499,true
postgres,checkout,60.610,10.725,true
postgres,product page,60.620,0.937,true
postgres,product page,60.630,0.697,true
postgres,order history,60.640,0.108,true
postgres,product page,60.650,1.044,true
postgres,product page,60.660,1.422,true
postgres,product page,60.670,0.298,true
postgres,product page,60.680,0.403,true
postgres,order history,60.690,-0.114,true
postgres,order history,60.700,0.022,true
postgres,product page,60.710,1.065,true
postgres,product page,60.720,1.075,true
postgres,product page,60.730,1.210,true
postgres,checkout,60.740,10.514,true
postgres,order history,60.750,-0.079,true
postgres,product page,60.760,0.805,true
postgres,product page,60.770,0.760,true
postgres,product page,60.780,0.973,true
postgres,product page,60.790,1.510,true
postgres,checkout,60.800,11.122,true
postgres,product page,60.810,0.408,true
postgres,product page,60.820,0.461,true
postgres,product page,60.830,0.987,true
postgres,order history,60.840,0.230,true
postgres,product page,60.850,1.130,true
postgres,order history,60.860,0.627,true
postgres,order history,60.870,-0.333,true
postgres,product page,60.880,0.663,true
postgres,product page,60.890,-0.371,true
postgres,order history,60.900,0.171,true
postgres,product page,60.910,1.083,true
postgres,product page,60.920,1.058,true
postgres,product page,60.930,1.212,true
postgres,product page,60.940,0.645,true
postgres,order history,60.950,-0.102,true
postgres,product page,60.960,0.780,true
postgres,product page,60.970,0.977,true
postgres,product page,60.980,1.114,true
postgres,product page,60.990,2.130,true
postgres,product page,61.000,1.281,true
postgres,product page,61.010,1.511,true
postgres,product page,61.020,1.154,true
postgres,product page,61.030,2.124,true
postgres,order history,61.040,0.617,true
postgres,product page,61.050,1.371,true
postgres,product page,61.060,2.343,true
postgres,product page,61.070,0.664,true
postgres,product page,61.080,0.821,true
postgres,product page,61.090,0.868,true
postgres,order history,61.100,0.374,true
postgres,product page,61.110,1.102,true
postgres,order history,61.120,0.584,true
postgres,product page,61.130,0.302,true
postgres,product page,61.140,0.294,true
