scenario,operation,second,latency_ms,ok
none,product page,5.000,1.384,true
none,checkout,5.010,10.039,true
none,product page,5.020,1.302,true
none,product page,5.030,0.322,true
none,product page,5.040,0.414,true
none,product page,5.050,0.411,true
none,product page,5.060,0.511,true
none,product page,5.070,0.884,true
none,product page,5.080,1.035,true
none,product page,5.090,2.252,true
none,product page,5.100,-0.185,true
none,product page,5.110,-0.949,true
none,product page,5.120,0.462,true
none,checkout,5.130,9.440,true
none,product page,5.140,1.471,true
none,product page,5.150,0.709,true
none,order history,5.160,0.576,true
none,product page,5.170,1.197,true
none,order history,5.180,-0.302,true
none,checkout,5.190,8.253,true
none,product page,5.200,1.013,true
none,product page,5.210,0.590,true
none,checkout,5.220,8.645,true
none,product page,5.230,0.686,true
none,product page,5.240,0.814,true
none,product page,5.250,1.712,true
none,product page,5.260,0.847,true
none,product page,5.270,0.584,true
none,product page,5.280,0.701,true
none,product page,5.290,-0.242,true
none,product page,5.300,1.454,true
none,order history,5.310,0.797,true
none,product page,5.320,3.914,true
none,product page,5.330,0.328,true
none,product page,5.340,0.618,true
none,checkout,5.350,9.252,true
none,product page,5.360,0.461,true
none,product page,5.370,0.950,true
none,product page,5.380,0.982,true
none,product page,5.390,1.021,true
none,product page,5.400,1.161,true
none,order history,5.410,-0.105,true
none,product page,5.420,0.671,true
none,order history,5.430,0.053,true
none,product page,5.440,0.992,true
none,product page,5.450,2.197,true
none,product page,5.460,1.191,true
none,order history,5.470,-0.179,true
none,product page,5.480,0.412,true
none,order history,5.490,1.113,true
none,product page,5.500,0.639,true
none,order history,5.510,0.257,true
none,product page,5.520,1.211,true
none,product page,5.530,0.301,true
none,product page,5.540,0.323,true
none,product page,5.550,0.735,true
none,product page,5.560,0.557,true
none,product page,5.570,0.989,true
none,product page,5.580,1.114,true
none,product page,5.590,1.232,true
none,product page,5.600,0.572,true
none,product page,5.610,0.469,true
none,product page,5.620,0.349,true
none,order history,5.630,0.282,true
none,product page,5.640,0.994,true
none,product page,5.650,1.083,true
none,order history,5.660,0.598,true
none,product page,5.670,0.471,true
none,product page,5.680,0.633,true
none,order history,5.690,-0.052,true
none,order history,5.700,0.250,true
none,order history,5.710,0.296,true
none,checkout,5.720,9.396,true
none,product page,5.730,0.904,true
none,product page,5.740,1.091,true
none,product page,5.750,0.391,true
none,order history,5.760,-0.103,true
none,product page,5.770,1.204,true
none,product page,5.780,0.686,true
none,product page,5.790,1.097,true
none,product page,5.800,0.979,true
none,checkout,5.810,9.786,true
none,product page,5.820,0.555,true
none,checkout,5.830,9.266,true
none,order history,5.840,0.077,true
none,product page,5.850,0.243,true
none,product page,5.860,0.815,true
none,product page,5.870,1.920,true
none,product page,5.880,1.065,true
none,checkout,5.890,8.453,true
none,product page,5.900,0.144,true
none,product page,5.910,0.775,true
none,product page,5.920,1.199,true
none,product page,5.930,0.948,true
none,product page,5.940,1.003,true
none,product page,5.950,2.083,true
none,product page,5.960,-0.779,true
none,checkout,5.970,9.485,true
none,product page,5.980,1.533,true
none,checkout,5.990,8.704,true
none,order history,6.000,0.596,true
none,order history,6.010,-0.363,true
none,product page,6.020,-0.371,true
none,product page,6.030,0.534,true
none,product page,6.040,0.831,true
none,product page,6.050,0.874,true
none,product page,6.060,0.937,true
none,order history,6.070,0.454,true
none,checkout,6.080,10.494,true
none,product page,6.090,0.284,true
none,product page,6.100,0.557,true
none,product page,6.110,0.538,true
none,product page,6.120,0.542,true
none,product page,6.130,1.989,true
none,product page,6.140,1.265,true
none,product page,6.150,1.334,true
none,order history,6.160,1.564,true
none,product page,6.170,0.568,true
none,product page,6.180,0.650,true
none,product page,6.190,0.694,true
none,order history,6.200,1.251,true
none,product page,6.210,1.163,true
none,order history,6.220,0.444,true
none,product page,6.230,2.380,true
none,product page,6.240,-0.799,true
none,product page,6.250,0.257,true
none,checkout,6.260,8.781,true
none,checkout,6.270,10.296,true
none,product page,6.280,0.879,true
none,product page,6.290,1.360,true
none,product page,6.300,0.389,true
none,product page,6.310,0.508,true
none,product page,6.320,0.564,true
none,order history,6.330,1.236,true
none,product page,6.340,0.782,true
none,product page,6.350,0.498,true
none,order history,6.360,0.512,true
none,checkout,6.370,10.207,true
none,product page,6.380,0.192,true
none,product page,6.390,0.708,true
none,order history,6.400,0.195,true
none,order history,6.410,0.119,true
none,product page,6.420,1.927,true
none,product page,6.430,1.013,true
none,order history,6.440,0.472,true
none,product page,6.450,2.103,true
none,product page,6.460,0.197,true
none,product page,6.470,0.421,true
none,product page,6.480,0.938,true
none,product page,6.490,1.927,true
none,order history,6.500,0.626,true
none,order history,6.510,0.741,true
none,product page,6.520,-0.657,true
none,product page,6.530,0.421,true
none,product page,6.540,1.840,true
none,product page,6.550,1.016,true
none,order history,6.560,1.254,true
none,product page,6.570,1.267,true
none,product page,6.580,0.756,true
none,order history,6.590,0.017,true
none,checkout,6.600,9.335,true
none,order history,6.610,1.049,true
none,product page,6.620,1.039,true
none,order history,6.630,0.895,true
none,product page,6.640,1.402,true
none,order history,6.650,-0.070,true
none,product page,6.660,0.552,true
none,product page,6.670,0.645,true
none,product page,6.680,2.254,true
none,product page,6.690,0.823,true
none,product page,6.700,0.070,true
none,product page,6.710,0.278,true
none,product page,6.720,0.563,true
none,product page,6.730,0.638,true
none,product page,6.740,0.657,true
none,product page,6.750,0.715,true
none,product page,6.760,0.693,true
none,checkout,6.770,9.760,true
none,product page,6.780,0.445,true
none,product page,6.790,0.790,true
none,product page,6.800,0.696,true
none,order history,6.810,0.347,true
none,product page,6.820,0.849,true
none,checkout,6.830,9.805,true
none,product page,6.840,0.971,true
none,product page,6.850,0.421,true
none,order history,6.860,-0.119,true
none,product page,6.870,0.628,true
none,order history,6.880,0.115,true
none,product page,6.890,1.817,true
none,product page,6.900,0.514,true
none,product page,6.910,0.974,true
none,product page,6.920,1.117,true
none,order history,6.930,-1.177,true
none,order history,6.940,0.016,true
none,product page,6.950,0.700,true
none,product page,6.960,0.101,true
none,order history,6.970,2.033,true
none,order history,6.980,-0.373,true
none,order history,6.990,-0.083,true
none,product page,7.000,0.394,true
none,product page,7.010,0.587,true
none,product page,7.020,0.743,true
none,product page,7.030,0.927,true
none,checkout,7.040,10.113,true
none,product page,7.050,-0.664,true
none,product page,7.060,0.728,true
none,product page,7.070,0.960,true
none,order history,7.080,0.453,true
none,product page,7.090,1.067,true
none,product page,7.100,1.149,true
none,order history,7.110,-0.202,true
none,product page,7.120,0.328,true
none,product page,7.130,1.714,true
none,product page,7.140,1.145,true
none,order history,7.150,0.495,true
none,order history,7.160,0.576,true
none,order history,7.170,0.583,true
none,order history,7.180,0.348,true
none,product page,7.190,0.486,true
none,product page,7.200,0.510,true
none,product page,7.210,0.580,true
none,product page,7.220,0.621,true
none,product page,7.230,2.150,true
none,order history,7.240,1.097,true
none,product page,7.250,0.081,true
none,product page,7.260,0.529,true
none,product page,7.270,0.680,true
none,order history,7.280,1.144,true
none,product page,7.290,0.697,true
none,product page,7.300,0.467,true
none,product page,7.310,1.191,true
none,checkout,7.320,9.377,true
none,product page,7.330,0.508,true
none,checkout,7.340,9.114,true
none,product page,7.350,0.398,true
none,order history,7.360,0.200,true
none,product page,7.370,0.958,true
none,order history,7.380,0.486,true
none,product page,7.390,1.110,true
none,product page,7.400,0.282,true
none,product page,7.410,-0.506,true
none,product page,7.420,0.705,true
none,product page,7.430,0.753,true
none,product page,7.440,0.825,true
none,product page,7.450,1.899,true
none,order history,7.460,0.313,true
none,product page,7.470,1.111,true
none,product page,7.480,-0.683,true
none,product page,7.490,0.150,true
none,product page,7.500,0.930,true
none,product page,7.510,1.009,true
none,checkout,7.520,24.759,true
none,product page,7.530,1.333,true
none,order history,7.540,0.712,true
none,product page,7.550,0.291,true
none,product page,7.560,0.345,true
none,product page,7.570,0.812,true
none,product page,7.580,2.208,true
none,product page,7.590,1.169,true
none,product page,7.600,0.437,true
none,product page,7.610,-0.691,true
none,order history,7.620,-0.063,true
none,product page,7.630,1.926,true
none,order history,7.640,0.327,true
none,product page,7.650,1.127,true
none,order history,7.660,0.686,true
none,product page,7.670,0.343,true
none,product page,7.680,0.473,true
none,product page,7.690,0.215,true
none,product page,7.700,0.698,true
none,order history,7.710,0.294,true
none,product page,7.720,1.024,true
none,order history,7.730,9.659,true
none,product page,7.740,2.198,true
none,product page,7.750,0.437,true
none,product page,7.760,0.445,true
none,order history,7.770,-0.005,true
none,order history,7.780,0.100,true
none,product page,7.790,1.718,true
none,checkout,7.800,9.031,true
none,order history,7.810,0.570,true
none,order history,7.820,-0.248,true
none,order history,7.830,-0.038,true
none,product page,7.840,0.558,true
none,product page,7.850,0.606,true
none,order history,7.860,0.075,true
none,product page,7.870,1.817,true
none,product page,7.880,0.849,true
none,product page,7.890,0.948,true
none,product page,7.900,0.382,true
none,product page,7.910,0.495,true
none,product page,7.920,1.104,true
none,product page,7.930,1.194,true
none,checkout,7.940,23.346,true
none,checkout,7.950,13.335,true
none,product page,7.960,1.651,true
none,product page,7.970,1.052,true
none,product page,7.980,-0.096,true
none,product page,7.990,0.566,true
none,order history,8.000,0.648,true
none,product page,8.010,1.005,true
none,product page,8.020,0.946,true
none,product page,8.030,2.191,true
none,product page,8.040,0.283,true
none,product page,8.050,0.082,true
none,product page,8.060,0.334,true
none,product page,8.070,1.662,true
none,checkout,8.080,9.669,true
none,product page,8.090,0.953,true
none,checkout,8.100,9.448,true
none,product page,8.110,0.774,true
none,product page,8.120,-0.183,true
none,product page,8.130,0.284,true
none,product page,8.140,0.056,true
none,product page,8.150,0.447,true
none,product page,8.160,0.556,true
none,order history,8.170,0.222,true
none,product page,8.180,1.006,true
none,checkout,8.190,10.304,true
none,product page,8.200,0.340,true
none,order history,8.210,-0.185,true
none,order history,8.220,0.425,true
none,order history,8.230,1.571,true
none,product page,8.240,0.774,true
none,order history,8.250,1.568,true
none,order history,8.260,0.561,true
none,checkout,8.270,9.311,true
none,order history,8.280,-0.192,true
none,product page,8.290,0.525,true
none,product page,8.300,0.615,true
none,product page,8.310,0.654,true
none,product page,8.320,0.739,true
none,product page,8.330,2.562,true
none,product page,8.340,1.216,true
none,product page,8.350,0.319,true
none,product page,8.360,0.493,true
none,order history,8.370,0.202,true
none,order history,8.380,0.209,true
none,checkout,8.390,8.450,true
none,checkout,8.400,8.745,true
none,product page,8.410,0.726,true
none,product page,8.420,0.295,true
none,product page,8.430,0.377,true
none,product page,8.440,0.520,true
none,checkout,8.450,11.045,true
none,product page,8.460,1.897,true
none,product page,8.470,0.970,true
none,checkout,8.480,9.632,true
none,product page,8.490,-0.165,true
none,product page,8.500,0.521,true
none,product page,8.510,1.705,true
none,checkout,8.520,9.702,true
none,order history,8.530,1.498,true
none,order history,8.540,0.393,true
none,product page,8.550,1.123,true
none,product page,8.560,0.179,true
none,product page,8.570,0.271,true
none,order history,8.580,-0.051,true
none,product page,8.590,0.512,true
none,product page,8.600,1.120,true
none,order history,8.610,0.441,true
none,product page,8.620,2.213,true
none,order history,8.630,0.173,true
none,product page,8.640,-0.738,true
none,order history,8.650,-0.308,true
none,product page,8.660,0.769,true
none,product page,8.670,1.882,true
none,product page,8.680,1.059,true
none,product page,8.690,0.802,true
none,order history,8.700,-0.164,true
none,product page,8.710,0.097,true
none,product page,8.720,0.166,true
none,product page,8.730,0.261,true
none,product page,8.740,0.714,true
none,product page,8.750,0.699,true
none,product page,8.760,1.054,true
none,product page,8.770,1.068,true
none,order history,8.780,0.554,true
none,product page,8.790,0.328,true
none,product page,8.800,0.102,true
none,product page,8.810,0.591,true
none,order history,8.820,0.095,true
none,product page,8.830,0.751,true
none,product page,8.840,1.830,true
none,product page,8.850,1.112,true
none,checkout,8.860,8.598,true
none,order history,8.870,-0.358,true
none,product page,8.880,0.437,true
none,order history,8.890,0.242,true
none,product page,8.900,0.907,true
none,product page,8.910,0.900,true
none,checkout,8.920,9.556,true
none,product page,8.930,1.102,true
none,product page,8.940,0.506,true
none,product page,8.950,0.658,true
none,order history,8.960,0.292,true
none,product page,8.970,0.895,true
none,product page,8.980,0.986,true
none,product page,8.990,1.014,true
none,order history,9.000,-0.332,true
none,product page,9.010,0.477,true
none,product page,9.020,0.563,true
none,order history,9.030,-0.125,true
none,order history,9.040,1.095,true
none,product page,9.050,0.678,true
none,product page,9.060,0.647,true
none,product page,9.070,0.819,true
none,order history,9.080,-0.469,true
none,product page,9.090,0.076,true
none,order history,9.100,0.105,true
none,checkout,9.110,19.495,true
none,product page,9.120,1.081,true
none,product page,9.130,0.610,true
none,product page,9.140,1.174,true
none,order history,9.150,0.655,true
none,order history,9.160,-0.234,true
none,product page,9.170,0.497,true
none,product page,9.180,0.456,true
none,product page,9.190,0.202,true
none,order history,9.200,0.219,true
none,checkout,9.210,8.762,true
none,product page,9.220,1.075,true
none,product page,9.230,1.159,true
none,product page,9.240,1.298,true
none,order history,9.250,-0.224,true
none,checkout,9.260,8.301,true
none,product page,9.270,0.157,true
none,checkout,9.280,8.868,true
none,product page,9.290,0.774,true
none,product page,9.300,0.851,true
none,product page,9.310,1.201,true
none,product page,9.320,1.392,true
none,order history,9.330,-0.114,true
none,product page,9.340,0.554,true
none,product page,9.350,1.655,true
none,order history,9.360,0.669,true
none,product page,9.370,2.311,true
none,product page,9.380,1.204,true
none,order history,9.390,-1.113,true
none,product page,9.400,0.646,true
none,checkout,9.410,9.086,true
none,product page,9.420,0.746,true
none,checkout,9.430,8.392,true
none,product page,9.440,0.558,true
none,product page,9.450,0.930,true
none,product page,9.460,1.108,true
none,product page,9.470,0.526,true
none,product page,9.480,0.140,true
none,product page,9.490,0.859,true
none,product page,9.500,0.805,true
none,product page,9.510,1.078,true
none,product page,9.520,1.084,true
none,product page,9.530,0.277,true
none,product page,9.540,0.501,true
none,product page,9.550,0.594,true
none,product page,9.560,0.703,true
none,product page,9.570,1.809,true
none,checkout,9.580,18.017,true
none,product page,9.590,1.041,true
none,order history,9.600,-0.394,true
none,order history,9.610,-0.145,true
none,product page,9.620,0.473,true
none,order history,9.630,0.126,true
none,product page,9.640,0.948,true
none,product page,9.650,1.069,true
none,product page,9.660,2.189,true
none,product page,9.670,0.308,true
none,product page,9.680,-0.064,true
none,order history,9.690,-0.112,true
none,checkout,9.700,9.954,true
none,checkout,9.710,16.549,true
none,product page,9.720,0.751,true
none,product page,9.730,1.137,true
none,product page,9.740,1.673,true
none,product page,9.750,0.364,true
none,order history,9.760,0.379,true
none,order history,9.770,0.073,true
none,product page,9.780,0.648,true
none,product page,9.790,2.004,true
none,product page,9.800,1.538,true
none,product page,9.810,-0.023,true
none,order history,9.820,0.462,true
none,product page,9.830,0.678,true
none,order history,9.840,0.074,true
none,checkout,9.850,9.293,true
none,product page,9.860,0.834,true
none,product page,9.870,1.378,true
none,product page,9.880,-0.462,true
none,product page,9.890,0.562,true
none,product page,9.900,0.617,true
none,order history,9.910,1.233,true
none,order history,9.920,0.258,true
none,checkout,9.930,10.527,true
none,product page,9.940,0.931,true
none,product page,9.950,0.255,true
none,checkout,9.960,13.663,true
none,product page,9.970,0.351,true
none,checkout,9.980,12.587,true
none,checkout,9.990,15.151,true
none,product page,10.000,0.724,true
none,order history,10.010,-0.181,true
none,product page,10.020,0.502,true
none,product page,10.030,0.590,true
none,product page,10.040,0.359,true
none,product page,10.050,0.978,true
none,order history,10.060,0.187,true
none,product page,10.070,0.891,true
none,product page,10.080,1.118,true
none,product page,10.090,0.223,true
none,product page,10.100,0.480,true
none,product page,10.110,0.073,true
none,order history,10.120,0.188,true
none,product page,10.130,0.903,true
none,product page,10.140,0.576,true
none,product page,10.150,0.556,true
none,product page,10.160,1.123,true
none,product page,10.170,-0.196,true
none,product page,10.180,0.366,true
none,product page,10.190,0.463,true
none,order history,10.200,-0.063,true
none,product page,10.210,0.464,true
none,product page,10.220,0.523,true
none,product page,10.230,0.687,true
none,product page,10.240,0.857,true
none,product page,10.250,0.795,true
none,order history,10.260,-0.499,true
none,product page,10.270,-0.820,true
none,product page,10.280,0.564,true
none,product page,10.290,0.562,true
none,product page,10.300,0.786,true
none,product page,10.310,1.020,true
none,checkout,10.320,9.729,true
none,checkout,10.330,8.205,true
none,product page,10.340,0.031,true
none,product page,10.350,0.564,true
none,product page,10.360,0.172,true
none,checkout,10.370,9.909,true
none,product page,10.380,1.820,true
none,order history,10.390,1.234,true
none,product page,10.400,0.479,true
none,product page,10.410,0.506,true
none,product page,10.420,0.711,true
none,product page,10.430,0.858,true
none,product page,10.440,0.770,true
none,product page,10.450,0.877,true
none,product page,10.460,1.048,true
none,product page,10.470,0.309,true
none,product page,10.480,0.454,true
none,order history,10.490,-0.354,true
none,product page,10.500,0.502,true
none,product page,10.510,0.930,true
none,product page,10.520,0.981,true
none,checkout,10.530,18.538,true
none,order history,10.540,-0.157,true
none,product page,10.550,0.191,true
none,order history,10.560,-0.163,true
none,checkout,10.570,9.122,true
none,product page,10.580,0.440,true
none,order history,10.590,0.475,true
none,product page,10.600,1.204,true
none,product page,10.610,1.163,true
none,product page,10.620,-0.697,true
none,product page,10.630,0.763,true
none,product page,10.640,0.807,true
none,product page,10.650,0.903,true
none,product page,10.660,2.094,true
none,product page,10.670,1.161,true
none,order history,10.680,-0.272,true
none,product page,10.690,0.238,true
none,checkout,10.700,9.781,true
none,product page,10.710,0.448,true
none,order history,10.720,0.126,true
none,product page,10.730,0.995,true
none,product page,10.740,1.684,true
none,product page,10.750,0.850,true
none,product page,10.760,1.302,true
none,product page,10.770,0.601,true
none,product page,10.780,0.627,true
none,product page,10.790,0.623,true
none,product page,10.800,1.130,true
none,product page,10.810,0.772,true
none,product page,10.820,0.013,true
none,checkout,10.830,16.872,true
none,order history,10.840,-0.194,true
none,order history,10.850,0.141,true
none,order history,10.860,0.584,true
none,order history,10.870,0.489,true
none,product page,10.880,2.231,true
none,product page,10.890,0.388,true
none,product page,10.900,0.405,true
none,product page,10.910,0.558,true
none,product page,10.920,0.585,true
none,product page,10.930,1.238,true
none,order history,10.940,0.276,true
none,product page,10.950,0.862,true
none,product page,10.960,0.546,true
none,order history,10.970,0.556,true
none,checkout,10.980,18.009,true
none,product page,10.990,-0.409,true
none,product page,11.000,0.439,true
none,product page,11.010,0.294,true
none,product page,11.020,0.830,true
none,product page,11.030,1.006,true
none,product page,11.040,1.153,true
none,product page,11.050,2.135,true
none,order history,11.060,-1.191,true
none,product page,11.070,0.663,true
none,product page,11.080,0.898,true
none,product page,11.090,1.326,true
none,product page,11.100,0.659,true
none,product page,11.110,0.692,true
none,order history,11.120,0.521,true
none,product page,11.130,-0.911,true
none,product page,11.140,0.483,true
none,order history,11.150,9.270,true
none,product page,11.160,0.703,true
none,product page,11.170,1.134,true
none,product page,11.180,1.159,true
none,order history,11.190,-0.259,true
none,product page,11.200,0.232,true
none,product page,11.210,-0.037,true
none,checkout,11.220,8.937,true
none,checkout,11.230,8.752,true
none,product page,11.240,0.946,true
none,order history,11.250,0.396,true
none,product page,11.260,0.928,true
none,order history,11.270,2.065,true
none,product page,11.280,0.571,true
none,product page,11.290,0.515,true
none,product page,11.300,0.551,true
none,order history,11.310,0.577,true
none,order history,11.320,0.321,true
none,product page,11.330,1.528,true
none,order history,11.340,0.517,true
none,product page,11.350,1.280,true
none,order history,11.360,-0.383,true
none,order history,11.370,0.537,true
none,product page,11.380,0.274,true
none,product page,11.390,0.665,true
none,product page,11.400,0.816,true
none,product page,11.410,0.891,true
none,product page,11.420,1.244,true
none,checkout,11.430,13.288,true
none,product page,11.440,0.496,true
none,product page,11.450,0.744,true
none,product page,11.460,0.681,true
none,product page,11.470,0.761,true
none,product page,11.480,0.822,true
none,product page,11.490,2.245,true
none,product page,11.500,0.620,true
none,product page,11.510,0.739,true
none,product page,11.520,0.728,true
none,checkout,11.530,9.813,true
none,product page,11.540,1.520,true
none,checkout,11.550,9.161,true
none,product page,11.560,0.635,true
none,product page,11.570,0.189,true
none,product page,11.580,0.939,true
none,product page,11.590,0.352,true
none,product page,11.600,1.051,true
none,product page,11.610,0.495,true
none,order history,11.620,0.430,true
none,checkout,11.630,10.799,true
none,product page,11.640,0.174,true
none,product page,11.650,-0.815,true
none,product page,11.660,0.386,true
none,checkout,11.670,9.777,true
none,product page,11.680,1.504,true
none,product page,11.690,1.038,true
none,product page,11.700,1.533,true
none,order history,11.710,1.094,true
none,checkout,11.720,7.913,true
none,checkout,11.730,9.549,true
none,order history,11.740,0.013,true
none,checkout,11.750,8.873,true
none,product page,11.760,0.570,true
none,product page,11.770,0.976,true
none,product page,11.780,1.236,true
none,checkout,11.790,9.843,true
none,checkout,11.800,8.392,true
none,product page,11.810,-0.044,true
none,product page,11.820,0.419,true
none,product page,11.830,0.495,true
none,checkout,11.840,10.645,true
none,product page,11.850,0.809,true
none,checkout,11.860,10.663,true
none,product page,11.870,1.031,true
none,order history,11.880,-0.153,true
none,product page,11.890,0.447,true
none,product page,11.900,1.357,true
none,product page,11.910,0.619,true
none,checkout,11.920,9.450,true
none,product page,11.930,0.890,true
none,product page,11.940,0.079,true
none,order history,11.950,-0.070,true
none,product page,11.960,0.745,true
none,product page,11.970,0.377,true
none,order history,11.980,0.080,true
none,product page,11.990,0.583,true
none,product page,12.000,0.585,true
none,product page,12.010,0.771,true
none,product page,12.020,0.132,true
none,order history,12.030,-0.070,true
none,product page,12.040,0.684,true
none,product page,12.050,0.827,true
none,product page,12.060,0.958,true
none,product page,12.070,1.080,true
none,product page,12.080,1.056,true
none,order history,12.090,-0.251,true
none,product page,12.100,0.137,true
none,order history,12.110,-0.268,true
none,product page,12.120,0.373,true
none,product page,12.130,0.401,true
none,product page,12.140,0.829,true
none,order history,12.150,0.406,true
none,product page,12.160,0.570,true
none,product page,12.170,1.246,true
none,product page,12.180,-0.984,true
none,product page,12.190,0.467,true
none,product page,12.200,1.170,true
none,product page,12.210,1.074,true
none,order history,12.220,1.322,true
none,order history,12.230,9.566,true
none,product page,12.240,0.844,true
none,order history,12.250,-0.340,true
none,order history,12.260,-0.440,true
none,order history,12.270,-0.102,true
none,order history,12.280,0.230,true
none,order history,12.290,0.230,true
none,checkout,12.300,9.105,true
none,product page,12.310,0.753,true
none,product page,12.320,0.557,true
none,product page,12.330,0.682,true
none,product page,12.340,1.333,true
none,order history,12.350,-0.268,true
none,product page,12.360,0.052,true
none,checkout,12.370,8.390,true
none,product page,12.380,0.348,true
none,product page,12.390,0.460,true
none,order history,12.400,0.450,true
none,product page,12.410,1.269,true
none,product page,12.420,0.536,true
none,product page,12.430,0.437,true
none,product page,12.440,0.584,true
none,product page,12.450,0.122,true
none,product page,12.460,0.675,true
none,product page,12.470,1.725,true
none,product page,12.480,0.933,true
none,order history,12.490,0.604,true
none,product page,12.500,0.559,true
none,product page,12.510,0.467,true
none,product page,12.520,0.829,true
none,product page,12.530,0.364,true
none,checkout,12.540,9.542,true
none,order history,12.550,0.623,true
none,product page,12.560,0.983,true
none,product page,12.570,1.098,true
none,product page,12.580,0.388,true
none,order history,12.590,-0.177,true
none,order history,12.600,-0.179,true
none,product page,12.610,0.419,true
none,order history,12.620,0.210,true
none,product page,12.630,1.219,true
none,product page,12.640,1.124,true
none,checkout,12.650,9.115,true
none,product page,12.660,0.324,true
none,product page,12.670,0.850,true
none,order history,12.680,0.226,true
none,checkout,12.690,9.008,true
none,product page,12.700,0.354,true
none,product page,12.710,1.250,true
none,order history,12.720,0.776,true
none,product page,12.730,0.924,true
none,product page,12.740,0.451,true
none,product page,12.750,0.692,true
none,product page,12.760,0.547,true
none,product page,12.770,0.488,true
none,product page,12.780,1.008,true
none,order history,12.790,0.472,true
none,product page,12.800,0.339,true
none,product page,12.810,0.432,true
none,product page,12.820,0.501,true
none,product page,12.830,0.564,true
none,product page,12.840,0.976,true
none,product page,12.850,1.089,true
none,product page,12.860,1.326,true
none,order history,12.870,-0.241,true
none,product page,12.880,0.057,true
none,product page,12.890,0.495,true
none,product page,12.900,0.226,true
none,checkout,12.910,8.961,true
none,order history,12.920,0.448,true
none,product page,12.930,1.296,true
none,product page,12.940,0.263,true
none,product page,12.950,0.380,true
none,product page,12.960,0.866,true
none,product page,12.970,0.781,true
none,order history,12.980,0.806,true
none,product page,12.990,2.278,true
none,product page,13.000,-0.032,true
none,product page,13.010,0.494,true
none,order history,13.020,-0.020,true
none,product page,13.030,0.106,true
none,checkout,13.040,8.688,true
none,product page,13.050,1.974,true
none,product page,13.060,0.034,true
none,checkout,13.070,9.413,true
none,product page,13.080,0.753,true
none,product page,13.090,0.805,true
none,order history,13.100,0.360,true
none,product page,13.110,0.912,true
none,product page,13.120,1.022,true
none,order history,13.130,0.608,true
none,product page,13.140,1.045,true
none,order history,13.150,0.131,true
none,order history,13.160,-0.060,true
none,product page,13.170,0.656,true
none,product page,13.180,0.803,true
none,product page,13.190,1.169,true
none,product page,13.200,1.212,true
none,order history,13.210,-0.470,true
none,product page,13.220,0.319,true
none,checkout,13.230,8.911,true
none,product page,13.240,0.444,true
none,product page,13.250,0.913,true
none,product page,13.260,0.793,true
none,product page,13.270,1.136,true
none,product page,13.280,1.301,true
none,checkout,13.290,9.422,true
none,order history,13.300,0.157,true
none,order history,13.310,0.111,true
none,product page,13.320,0.905,true
none,product page,13.330,1.121,true
none,order history,13.340,1.674,true
none,product page,13.350,-0.013,true
none,product page,13.360,0.493,true
none,product page,13.370,0.365,true
none,product page,13.380,0.789,true
none,checkout,13.390,10.394,true
none,product page,13.400,1.863,true
none,product page,13.410,0.635,true
none,product page,13.420,0.544,true
none,order history,13.430,0.052,true
none,order history,13.440,0.143,true
none,order history,13.450,1.714,true
none,order history,13.460,0.328,true
none,product page,13.470,1.378,true
none,product page,13.480,0.621,true
none,product page,13.490,0.413,true
none,product page,13.500,1.085,true
none,product page,13.510,1.531,true
none,product page,13.520,0.145,true
none,order history,13.530,-0.768,true
none,product page,13.540,0.823,true
none,product page,13.550,0.899,true
none,product page,13.560,0.488,true
none,product page,13.570,0.590,true
none,product page,13.580,0.944,true
none,order history,13.590,0.380,true
none,product page,13.600,0.539,true
none,product page,13.610,0.569,true
none,order history,13.620,-0.106,true
none,product page,13.630,0.907,true
none,product page,13.640,0.455,true
none,checkout,13.650,19.042,true
none,product page,13.660,2.019,true
none,product page,13.670,0.119,true
none,checkout,13.680,9.152,true
none,product page,13.690,0.334,true
none,product page,13.700,0.961,true
none,product page,13.710,0.982,true
none,product page,13.720,1.062,true
none,checkout,13.730,10.034,true
none,product page,13.740,0.249,true
none,product page,13.750,-0.819,true
none,product page,13.760,0.464,true
none,product page,13.770,0.776,true
none,product page,13.780,1.924,true
none,product page,13.790,1.000,true
none,product page,13.800,1.040,true
none,product page,13.810,2.206,true
none,product page,13.820,-0.042,true
none,checkout,13.830,9.890,true
none,checkout,13.840,9.162,true
none,order history,13.850,0.216,true
none,product page,13.860,1.120,true
none,product page,13.870,1.131,true
none,product page,13.880,2.388,true
none,product page,13.890,0.463,true
none,product page,13.900,0.431,true
none,product page,13.910,1.733,true
none,order history,13.920,0.541,true
none,product page,13.930,1.295,true
none,product page,13.940,0.940,true
none,checkout,13.950,11.477,true
none,product page,13.960,0.524,true
none,product page,13.970,0.504,true
none,product page,13.980,0.547,true
none,product page,13.990,0.560,true
none,order history,14.000,0.140,true
none,product page,14.010,0.752,true
none,order history,14.020,1.587,true
none,order history,14.030,0.708,true
none,order history,14.040,-0.167,true
none,product page,14.050,0.673,true
none,order history,14.060,0.335,true
none,product page,14.070,0.941,true
none,product page,14.080,1.003,true
none,product page,14.090,1.140,true
none,product page,14.100,-0.040,true
none,checkout,14.110,24.329,true
none,product page,14.120,0.834,true
none,order history,14.130,-0.030,true
none,product page,14.140,1.075,true
none,product page,14.150,1.077,true
none,product page,14.160,0.931,true
none,order history,14.170,0.607,true
none,product page,14.180,1.849,true
